weather,feature,pair,centering,seed,pairs,matched,mismatched,gap
normal,shared,C-L,uncentered,260925,3999,0.9789453222216015,0.9789493460121924,-4.023790590922694e-06
normal,shared,C-L,weather_centered,260925,3999,0.02662266540260448,0.0034438569239230777,0.0231788084786814
normal,shared,C-R,uncentered,260925,3999,0.9692323001285287,0.9692213451163516,1.0955012177124842e-05
normal,shared,C-R,weather_centered,260925,3999,-0.0015464547517237137,0.00164979590037462,-0.0031962506520983344
normal,shared,L-R,uncentered,260925,3999,0.9881077799439948,0.9877543063913266,0.0003534735526683181
normal,shared,L-R,weather_centered,260925,3999,0.1245148068420743,0.006073772017067762,0.11844103482500655
normal,specific,C-L,uncentered,260925,3999,0.3778811998480321,0.37817073732282697,-0.0002895374747948665
normal,specific,C-L,weather_centered,260925,3999,-0.009203973523491973,0.00038072594834020075,-0.009584699471832174
normal,specific,C-R,uncentered,260925,3999,0.6737678892944826,0.673773559622108,-5.670327625368048e-06
normal,specific,C-R,weather_centered,260925,3999,7.132830098001911e-05,-0.0009867078168828325,0.0010580361178628523
normal,specific,L-R,uncentered,260925,3999,0.37648018490636337,0.37599099048431095,0.0004891944220524453
normal,specific,L-R,weather_centered,260925,3999,0.024076157189634146,0.004270076368620849,0.019806080821013303
normal,raw,C-L,uncentered,260926,3987,-0.03661428858254693,-0.044568742637094365,0.007954454054547434
normal,raw,C-L,weather_centered,260926,3987,0.22655283811721988,-0.0016156067007716418,0.22816844481799156
normal,raw,C-R,uncentered,260926,3987,-0.4077461112566739,-0.41388090885841206,0.006134797601738071
normal,raw,C-R,weather_centered,260926,3987,0.22223408865641292,-0.0025977916761008735,0.22483188033251375
normal,raw,L-R,uncentered,260926,3987,0.44065923571621973,0.42542153798361604,0.0152376977326037
normal,raw,L-R,weather_centered,260926,3987,0.4090620247965833,-0.009682163431470873,0.41874418822805426
normal,shared,C-L,uncentered,260926,3987,0.9789550826918043,0.9789626843752164,-7.601683412094872e-06
normal,shared,C-L,weather_centered,260926,3987,0.026966355328811708,-0.004049484596379948,0.031015839925191663
normal,shared,C-R,uncentered,260926,3987,0.969160327256892,0.9692202563549783,-5.99290980862026e-05
normal,shared,C-R,weather_centered,260926,3987,-0.0006135872227467799,0.004662074201899393,-0.0052756614246461725
normal,shared,L-R,uncentered,260926,3987,0.9880625660904976,0.98774294895907,0.00031961713142765984
normal,shared,L-R,weather_centered,260926,3987,0.1258119852842101,-0.0037972386043138105,0.1296092238885239
normal,specific,C-L,uncentered,260926,3987,0.37859315846373504,0.3787738644038445,-0.00018070594010944344
normal,specific,C-L,weather_centered,260926,3987,-0.00865555138602209,-0.00032855607366695993,-0.008326995312355128
normal,specific,C-R,uncentered,260926,3987,0.6736810185607414,0.6738402839174233,-0.00015926535668201814
normal,specific,C-R,weather_centered,260926,3987,0.0008576557380062719,-0.000813358845158847,0.0016710145831651197
normal,specific,L-R,uncentered,260926,3987,0.377113885276982,0.37672719487482054,0.00038669040216145363
normal,specific,L-R,weather_centered,260926,3987,0.024280518461339076,0.0024605889840351868,0.02181992947730389
normal,raw,C-L,uncentered,260927,3994,-0.036819519780764656,-0.04495136679721065,0.008131847016445997
normal,raw,C-L,weather_centered,260927,3994,0.22573355522108746,-0.005775688856755559,0.231509244077843
normal,raw,C-R,uncentered,260927,3994,-0.40796273106655184,-0.41411375222685914,0.006151021160307326
normal,raw,C-R,weather_centered,260927,3994,0.22241893851764893,-0.006829349095801596,0.22924828761345054
