gt_key,moderate,lidar_points,distance_m,truncation,occlusion,nearest_pedestrian_m,crowded,taskdec_xy_m,taskdec_radial_abs_m,taskdec_tangential_abs_m,taskdec_z_abs_m,taskdec_length_abs_m,taskdec_width_abs_m,taskdec_height_abs_m,taskdec_yaw_deg,taskdec_length_bias_m,taskdec_width_bias_m,taskdec_height_bias_m,taskdec_iou3d,taskdec_iou_bev,taskdec_score,concat_xy_m,concat_radial_abs_m,concat_tangential_abs_m,concat_z_abs_m,concat_length_abs_m,concat_width_abs_m,concat_height_abs_m,concat_yaw_deg,concat_length_bias_m,concat_width_bias_m,concat_height_bias_m,concat_iou3d,concat_iou_bev,concat_score,xy_error_taskdec_minus_concat
001389:0,True,35,32.33446502685547,0.0,1,5.96108048772178,False,0.05592993274331093,0.05544644966721535,0.007338178344070911,0.029933452606201172,0.02040863037109375,0.015855073928833008,0.04323220252990723,6.839090727734113,-0.02040863037109375,0.015855073928833008,-0.04323220252990723,0.7803618311882019,0.8050887584686279,0.30120012164115906,0.05691919103264809,0.05277625098824501,0.021318111568689346,0.07849287986755371,0.042334556579589844,0.022591769695281982,0.005414724349975586,22.222747879783093,0.042334556579589844,-0.022591769695281982,-0.005414724349975586,0.6795144081115723,0.7345589399337769,0.13037283718585968,-0.0009892582893371582
001389:1,True,117,26.502626419067383,0.0,0,1.5059778828343413,True,0.07364263385534286,0.06843503564596176,0.02720080316066742,0.07515501976013184,0.04052448272705078,0.09762758016586304,0.05295062065124512,2.875582951423403,-0.04052448272705078,-0.09762758016586304,-0.05295062065124512,0.6690294146537781,0.725180983543396,0.33338940143585205,0.0865570530295372,0.08241761475801468,0.02644730731844902,0.012215256690979004,0.032071053981781006,0.07334214448928833,0.03103184700012207,0.04848432519442147,-0.032071053981781006,-0.07334214448928833,0.03103184700012207,0.712573230266571,0.7229475378990173,0.38566023111343384,-0.012914419174194336
001389:2,True,79,27.648462295532227,0.0,0,1.5059778828343413,True,0.06080145761370659,0.05976126715540886,0.011198590509593487,0.05618619918823242,0.2063732147216797,0.00022464990615844727,0.056406497955322266,1.7847657687936809,-0.2063732147216797,0.00022464990615844727,0.056406497955322266,0.7031893730163574,0.744232714176178,0.31370195746421814,0.0841452032327652,0.08247309178113937,0.01669144257903099,0.009357690811157227,0.15306103229522705,0.020330071449279785,0.07782316207885742,10.703189654889451,-0.15306103229522705,0.020330071449279785,0.07782316207885742,0.7024675607681274,0.7297751903533936,0.10767001658678055,-0.02334374561905861
001395:0,True,133,26.334867477416992,0.0,0,1.2894484999837197,True,0.055754877626895905,0.03531637042760849,0.043143488466739655,0.011134982109069824,0.001838386058807373,0.07945472002029419,0.0590289831161499,2.2163044054864285,-0.001838386058807373,-0.07945472002029419,0.0590289831161499,0.7811583280563354,0.8043453097343445,0.6229036450386047,0.015718523412942886,0.0038453727029263973,0.015240902081131935,0.017802834510803223,0.04474407434463501,0.09332448244094849,0.055031418800354004,2.1178950399248846,0.04474407434463501,-0.09332448244094849,0.055031418800354004,0.8193208575248718,0.8430356383323669,0.6092419028282166,0.04003635421395302
001476:0,True,77,27.463274002075195,0.0,0,0.5066016386028714,True,0.19680672883987427,0.13056036829948425,0.14726462960243225,0.29308515787124634,0.10603725910186768,0.002089560031890869,0.7190808653831482,1.1530793658707226,-0.10603725910186768,-0.002089560031890869,0.7190808653831482,0.27300480008125305,0.4049106538295746,0.4871637523174286,0.1001572236418724,0.07589813321828842,0.06535244733095169,0.14566242694854736,0.11481589078903198,0.012094378471374512,0.6802963614463806,6.949464763488684,-0.11481589078903198,0.012094378471374512,0.6802963614463806,0.403612345457077,0.6174019575119019,0.5944423079490662,0.09664950519800186
001476:1,True,45,52.8348388671875,0.0,0,29.40084323566211,False,0.1658880114555359,0.03000722825527191,0.16315144300460815,0.29622045159339905,0.039677321910858154,0.11248105764389038,0.004064083099365234,1.2141244089487975,-0.039677321910858154,-0.11248105764389038,0.004064083099365234,0.4023071527481079,0.5320883989334106,0.5346145033836365,0.18203584849834442,0.03922739624977112,0.17775899171829224,0.05499139428138733,0.01822793483734131,0.12338876724243164,0.032361745834350586,6.336055946784679,-0.01822793483734131,-0.12338876724243164,-0.032361745834350586,0.5208829641342163,0.5489145517349243,0.20426906645298004,-0.016147837042808533
001476:2,True,67,27.786800384521484,0.0,1,0.5066016386028714,True,0.8985267877578735,0.5674512982368469,0.6966702342033386,0.07613778114318848,0.17339515686035156,0.021215081214904785,0.2763094902038574,80.84066099825421,-0.17339515686035156,-0.021215081214904785,0.2763094902038574,0.0,0.0,0.11631373316049576,0.3893832862377167,0.34640026092529297,0.17783759534358978,0.09485238790512085,0.10576081275939941,0.01208484172821045,0.28153467178344727,3.276491377412142,-0.10576081275939941,-0.01208484172821045,0.28153467178344727,0.1260819137096405,0.13939346373081207,0.27662044763565063,0.5091435015201569
001521:1,True,115,18.51294708251953,0.0,1,0.5778954447970631,True,0.3138977289199829,0.3132554888725281,0.020069733262062073,0.030899643898010254,0.11036527156829834,0.01275181770324707,0.08172059059143066,3.8317497847554933,-0.11036527156829834,0.01275181770324707,0.08172059059143066,0.22476254403591156,0.23157773911952972,0.4144545793533325,0.3067597448825836,0.29069215059280396,0.09797772020101547,0.04601931571960449,0.1028132438659668,0.05871158838272095,0.06213271617889404,1.0089896951401336,-0.1028132438659668,0.05871158838272095,0.06213271617889404,0.2451293021440506,0.25423651933670044,0.3101056218147278,0.007137984037399292
001521:2,True,224,17.954858779907227,0.0,1,0.8387727787798656,True,0.1282971352338791,0.11255959421396255,0.06156698986887932,0.07069629430770874,0.10119199752807617,0.12835073471069336,0.12307488918304443,3.255633346177587,-0.10119199752807617,-0.12835073471069336,0.12307488918304443,0.5433384776115417,0.5762121677398682,0.28182685375213623,0.09246489405632019,0.07915224134922028,0.04779830947518349,0.077883780002594,0.015460073947906494,0.09520614147186279,0.14800584316253662,23.007646125815363,-0.015460073947906494,-0.09520614147186279,0.14800584316253662,0.6123622059822083,0.6589990854263306,0.32799699902534485,0.0358322411775589
001521:3,True,44,50.42866897583008,0.0,0,34.838994971048216,False,0.07971005141735077,0.07780362665653229,0.017328819260001183,0.15283316373825073,0.020326972007751465,0.008460283279418945,0.02206408977508545,2.2945710884434325,0.020326972007751465,-0.008460283279418945,-0.02206408977508545,0.6177834272384644,0.7218236327171326,0.3614383935928345,0.12788596749305725,0.12009061872959137,0.0439666286110878,0.10738497972488403,0.0052030086517333984,0.0143318772315979,0.004634857177734375,1.4436934423999241,0.0052030086517333984,-0.0143318772315979,-0.004634857177734375,0.5361430644989014,0.59291011095047,0.41736844182014465,-0.04817591607570648
001578:0,True,131,24.60141944885254,0.0,0,17.350195568267257,False,0.08664014935493469,0.04932282865047455,0.07123042643070221,0.006593227386474609,0.09392440319061279,0.023689687252044678,0.039235830307006836,11.218913560826104,0.09392440319061279,-0.023689687252044678,0.039235830307006836,0.6506359577178955,0.6645767688751221,0.4436975419521332,0.08781137317419052,0.029180482029914856,0.08282110840082169,0.030715584754943848,0.010247528553009033,0.04509001970291138,0.0159456729888916,6.427399254278759,0.010247528553009033,-0.04509001970291138,-0.0159456729888916,0.6948035955429077,0.7181426286697388,0.7071763873100281,-0.0011712238192558289
001578:1,True,203,17.451406478881836,0.0,0,17.350195568267257,False,0.04715404659509659,0.046959612518548965,0.004277709871530533,0.02663743495941162,0.06413763761520386,0.021898984909057617,0.034883975982666016,4.64388659782669,0.06413763761520386,0.021898984909057617,-0.034883975982666016,0.7724446058273315,0.7929570078849792,0.4264008700847626,0.05061740800738335,0.04326585307717323,0.026271427050232887,0.0425565242767334,0.03892385959625244,0.011336088180541992,0.06769907474517822,2.95150232528093,0.03892385959625244,0.011336088180541992,-0.06769907474517822,0.7780936360359192,0.8125888109207153,0.7330996990203857,-0.0034633614122867584
001581:0,True,138,23.037546157836914,0.0,0,17.423648115077064,False,0.14328667521476746,0.11087645590305328,0.09076059609651566,0.045844078063964844,0.022414088249206543,0.0015229582786560059,0.0013074874877929688,6.533157903387236,0.022414088249206543,0.0015229582786560059,-0.0013074874877929688,0.5405839085578918,0.5650020241737366,0.6157857179641724,0.11499971151351929,0.09337344765663147,0.0671292319893837,0.003535628318786621,0.008638918399810791,0.01713615655899048,0.005921483039855957,9.452708603730846,-0.008638918399810791,0.01713615655899048,0.005921483039855957,0.6195724606513977,0.6217592358589172,0.671784520149231,0.02828696370124817
001581:1,True,237,15.968772888183594,0.0,0,17.423648115077064,False,0.1657743901014328,0.1524447351694107,0.06512870639562607,0.05185544490814209,0.2346150279045105,0.006836891174316406,0.01477968692779541,0.0700640805059908,-0.2346150279045105,-0.006836891174316406,-0.01477968692779541,0.47353968024253845,0.49577951431274414,0.27677810192108154,0.129404217004776,0.10561369359493256,0.07477432489395142,0.024523437023162842,0.14293968677520752,0.015164673328399658,0.08867645263671875,6.1131968920798325,-0.14293968677520752,-0.015164673328399658,-0.08867645263671875,0.6294006705284119,0.6603519916534424,0.23905746638774872,0.0363701730966568
001754:0,True,53,38.94244384765625,0.0,0,22.09957412615467,False,0.17576350271701813,0.12618696689605713,0.1223505511879921,0.06812238693237305,0.0018343329429626465,0.013961613178253174,0.029079914093017578,4.9578703939721755,-0.0018343329429626465,-0.013961613178253174,0.029079914093017578,0.4310944378376007,0.4578526020050049,0.5279462933540344,0.1865108609199524,0.10400931537151337,0.15481716394424438,0.09506046772003174,0.009722292423248291,0.021124064922332764,0.0014487504959106445,3.2961126896647532,-0.009722292423248291,0.021124064922332764,-0.0014487504959106445,0.407947838306427,0.44399598240852356,0.5134865045547485,-0.010747358202934265
001754:1,True,29,60.77803039550781,0.0,0,22.09957412615467,False,0.13280896842479706,0.052058637142181396,0.12218068540096283,0.14865553379058838,0.024354994297027588,0.03545093536376953,0.015377521514892578,1.9209397050183972,-0.024354994297027588,0.03545093536376953,-0.015377521514892578,0.5485459566116333,0.6280895471572876,0.6010309457778931,0.13303957879543304,0.019848087802529335,0.13155068457126617,0.05667304992675781,0.08495926856994629,0.006274998188018799,0.0012301206588745117,2.461562838203246,0.08495926856994629,-0.006274998188018799,0.0012301206588745117,0.5913196206092834,0.6220712661743164,0.487892210483551,-0.00023061037063598633
