method,condition,cls,metric,iou,gt_objects,has_gt,ap,strong_minus_method
Strong,night,sed,bev,0.3,9652,True,73.41996462215255,0.0
Strong,night,bus,3d,0.7,2240,True,18.197058700645066,0.0
Strong,night,bus,3d,0.5,2240,True,42.68707979456071,0.0
Strong,night,bus,3d,0.3,2240,True,63.82832800611643,0.0
Strong,night,bus,bev,0.7,2240,True,33.63925670895666,0.0
Strong,night,bus,bev,0.5,2240,True,62.27428188776638,0.0
Strong,night,bus,bev,0.3,2240,True,78.02941892414427,0.0
Strong,urban,sed,3d,0.7,12032,True,14.85174631301916,0.0
Strong,urban,sed,3d,0.5,12032,True,57.331730212966,0.0
Strong,urban,sed,3d,0.3,12032,True,77.95155609097652,0.0
Strong,urban,sed,bev,0.7,12032,True,50.39233290705776,0.0
Strong,urban,sed,bev,0.5,12032,True,74.48011538310396,0.0
Strong,urban,sed,bev,0.3,12032,True,80.78187123797323,0.0
Strong,urban,bus,3d,0.7,748,True,20.0178872625223,0.0
Strong,urban,bus,3d,0.5,748,True,47.79981724533537,0.0
Strong,urban,bus,3d,0.3,748,True,85.183778926199,0.0
Strong,urban,bus,bev,0.7,748,True,43.25812873040943,0.0
Strong,urban,bus,bev,0.5,748,True,78.70894051091598,0.0
Strong,urban,bus,bev,0.3,748,True,85.52094664106704,0.0
Strong,highway,sed,3d,0.7,8175,True,5.366135673590466,0.0
Strong,highway,sed,3d,0.5,8175,True,56.08302700810596,0.0
Strong,highway,sed,3d,0.3,8175,True,83.05806594123516,0.0
Strong,highway,sed,bev,0.7,8175,True,41.78732881732318,0.0
Strong,highway,sed,bev,0.5,8175,True,79.58352323138045,0.0
Strong,highway,sed,bev,0.3,8175,True,85.72716444405253,0.0
Strong,highway,bus,3d,0.7,3774,True,9.706240884579746,0.0
Strong,highway,bus,3d,0.5,3774,True,33.13213376954994,0.0
Strong,highway,bus,3d,0.3,3774,True,57.45208274374658,0.0
Strong,highway,bus,bev,0.7,3774,True,21.60614770798724,0.0
Strong,highway,bus,bev,0.5,3774,True,50.83286424169474,0.0
Strong,highway,bus,bev,0.3,3774,True,68.07565685696194,0.0
Strong,countryside,sed,3d,0.7,363,True,8.126580202056259,0.0
Strong,countryside,sed,3d,0.5,363,True,34.23701683143703,0.0
Strong,countryside,sed,3d,0.3,363,True,60.01597669605143,0.0
Strong,countryside,sed,bev,0.7,363,True,23.279986194122856,0.0
Strong,countryside,sed,bev,0.5,363,True,55.9302485379546,0.0
Strong,countryside,sed,bev,0.3,363,True,65.32674491177677,0.0
Strong,countryside,bus,3d,0.7,173,True,1.5864868372921757,0.0
Strong,countryside,bus,3d,0.5,173,True,12.315423023283047,0.0
Strong,countryside,bus,3d,0.3,173,True,24.83445764156118,0.0
Strong,countryside,bus,bev,0.7,173,True,7.624046222379041,0.0
Strong,countryside,bus,bev,0.5,173,True,19.598617837423937,0.0
Strong,countryside,bus,bev,0.3,173,True,27.346297537122016,0.0
Strong,alleyway,sed,3d,0.7,3844,True,2.7090036760373577,0.0
Strong,alleyway,sed,3d,0.5,3844,True,21.068004816468736,0.0
Strong,alleyway,sed,3d,0.3,3844,True,38.10762820311203,0.0
Strong,alleyway,sed,bev,0.7,3844,True,16.003937445640403,0.0
Strong,alleyway,sed,bev,0.5,3844,True,35.26825340008451,0.0
Strong,alleyway,sed,bev,0.3,3844,True,41.15283803680305,0.0
Strong,alleyway,bus,3d,0.7,164,True,0.14139271827500885,0.0
Strong,alleyway,bus,3d,0.5,164,True,3.230899741104333,0.0
Strong,alleyway,bus,3d,0.3,164,True,22.975626765901723,0.0
Strong,alleyway,bus,bev,0.7,164,True,1.6765136595465333,0.0
Strong,alleyway,bus,bev,0.5,164,True,11.702928632474844,0.0
Strong,alleyway,bus,bev,0.3,164,True,25.48163960602573,0.0
Strong,parkinglots,sed,3d,0.7,653,True,27.428661719511965,0.0
Strong,parkinglots,sed,3d,0.5,653,True,51.038719351754345,0.0
Strong,parkinglots,sed,3d,0.3,653,True,75.30394383216739,0.0
Strong,parkinglots,sed,bev,0.7,653,True,36.34971073197592,0.0
Strong,parkinglots,sed,bev,0.5,653,True,60.98240087068544,0.0
Strong,parkinglots,sed,bev,0.3,653,True,75.53350726183027,0.0
