method,condition,cls,metric,iou,gt_objects,has_gt,ap,strong_minus_method
ASF_local,alleyway,sed,bev,0.7,3844,True,16.265594976022683,-0.2616575303822799
ASF_local,alleyway,sed,bev,0.5,3844,True,35.27587655918054,-0.007623159096027621
ASF_local,alleyway,sed,bev,0.3,3844,True,41.343735902534625,-0.19089786573157852
ASF_local,alleyway,bus,3d,0.7,164,True,0.023679848448969924,0.11771286982603893
ASF_local,alleyway,bus,3d,0.5,164,True,3.10207980909744,0.128819932006893
ASF_local,alleyway,bus,3d,0.3,164,True,18.363956274120792,4.611670491780931
ASF_local,alleyway,bus,bev,0.7,164,True,0.6728343145500421,1.0036793449964914
ASF_local,alleyway,bus,bev,0.5,164,True,6.908397422761549,4.794531209713295
ASF_local,alleyway,bus,bev,0.3,164,True,19.757097647850603,5.724541958175127
ASF_local,parkinglots,sed,3d,0.7,653,True,22.728419545505176,4.700242174006789
ASF_local,parkinglots,sed,3d,0.5,653,True,48.57289942069273,2.465819931061617
ASF_local,parkinglots,sed,3d,0.3,653,True,70.71748883982923,4.586454992338162
ASF_local,parkinglots,sed,bev,0.7,653,True,34.78249372511799,1.5672170068579305
ASF_local,parkinglots,sed,bev,0.5,653,True,60.370435274530344,0.6119655961550947
ASF_local,parkinglots,sed,bev,0.3,653,True,71.31646138925004,4.217045872580229
ASF_local,parkinglots,bus,3d,0.7,361,True,3.5381312449627873,5.827188277360049
ASF_local,parkinglots,bus,3d,0.5,361,True,26.486392891548416,13.546493129211544
ASF_local,parkinglots,bus,3d,0.3,361,True,63.315859104525764,3.47325129471394
ASF_local,parkinglots,bus,bev,0.7,361,True,7.193893329689599,12.623784125243079
ASF_local,parkinglots,bus,bev,0.5,361,True,47.09925638145299,4.242515597592444
ASF_local,parkinglots,bus,bev,0.3,361,True,66.62418303589587,0.4267816049731863
ASF_local,shoulder,sed,3d,0.7,861,True,71.95045897512752,5.4300545085015415
ASF_local,shoulder,sed,3d,0.5,861,True,94.59314777997628,-0.02233986030721269
ASF_local,shoulder,sed,3d,0.3,861,True,97.30201037802394,0.01975256577425455
ASF_local,shoulder,sed,bev,0.7,861,True,87.4812745139135,3.280717610607539
ASF_local,shoulder,sed,bev,0.5,861,True,99.82566019618734,-2.4008412057512913
ASF_local,shoulder,sed,bev,0.3,861,True,99.88009006765303,-0.04970208867305814
ASF_local,shoulder,bus,3d,0.7,0,False,0.0,0.0
ASF_local,shoulder,bus,3d,0.5,0,False,0.0,0.0
ASF_local,shoulder,bus,3d,0.3,0,False,0.0,0.0
ASF_local,shoulder,bus,bev,0.7,0,False,0.0,0.0
ASF_local,shoulder,bus,bev,0.5,0,False,0.0,0.0
ASF_local,shoulder,bus,bev,0.3,0,False,0.0,0.0
ASF_local,mountain,sed,3d,0.7,1086,True,8.621638503897344,1.492760823298358
ASF_local,mountain,sed,3d,0.5,1086,True,63.28234250539742,3.0112426370909873
ASF_local,mountain,sed,3d,0.3,1086,True,89.24786112714821,0.22864012097421949
ASF_local,mountain,sed,bev,0.7,1086,True,67.11239014723725,7.254375383482412
ASF_local,mountain,sed,bev,0.5,1086,True,91.7227997199281,-0.09085535055753269
ASF_local,mountain,sed,bev,0.3,1086,True,92.13533383367546,-0.0040648790452593175
ASF_local,mountain,bus,3d,0.7,598,True,13.429728848406786,1.6927533060305109
ASF_local,mountain,bus,3d,0.5,598,True,47.65124446772682,4.146045622417859
ASF_local,mountain,bus,3d,0.3,598,True,50.790486243689294,8.409039266575867
ASF_local,mountain,bus,bev,0.7,598,True,31.331530507974865,7.016581752970307
ASF_local,mountain,bus,bev,0.5,598,True,50.61392872476051,5.481137955176187
ASF_local,mountain,bus,bev,0.3,598,True,50.87350398120121,8.32602152906395
ASF_local,university,sed,3d,0.7,2599,True,3.479724880995625,1.518827319730783
ASF_local,university,sed,3d,0.5,2599,True,43.62345955829633,1.339383959580701
ASF_local,university,sed,3d,0.3,2599,True,69.69785957918569,0.01557855788631457
ASF_local,university,sed,bev,0.7,2599,True,30.235893842865035,0.1716758146695163
ASF_local,university,sed,bev,0.5,2599,True,66.13734842942696,-0.09993829268336185
ASF_local,university,sed,bev,0.3,2599,True,72.30177187820402,-0.09047834614290196
ASF_local,university,bus,3d,0.7,25,True,0.0,0.0
ASF_local,university,bus,3d,0.5,25,True,0.0,0.0
ASF_local,university,bus,3d,0.3,25,True,0.0,0.0
ASF_local,university,bus,bev,0.7,25,True,0.0,0.0
ASF_local,university,bus,bev,0.5,25,True,0.0,0.0
ASF_local,university,bus,bev,0.3,25,True,0.0,0.0
L4DR_local,all,sed,3d,0.7,29613,True,14.083791026916881,-1.7755074594357865
L4DR_local,all,sed,3d,0.5,29613,True,54.28201785796007,-2.1401080705347155
L4DR_local,all,sed,3d,0.3,29613,True,74.4926299849588,0.09171945035214435
L4DR_local,all,sed,bev,0.7,29613,True,48.20491777751108,-3.948016002219127
L4DR_local,all,sed,bev,0.5,29613,True,71.59321040467985,-0.3276074622649787
L4DR_local,all,sed,bev,0.3,29613,True,75.13326712463147,2.1875026573957257
L4DR_local,all,bus,3d,0.7,5843,True,5.562772229084613,4.352762936372441
L4DR_local,all,bus,3d,0.5,5843,True,33.39276759664026,0.5733171142075406
L4DR_local,all,bus,3d,0.3,5843,True,56.57709027556811,2.667095412603217
L4DR_local,all,bus,bev,0.7,5843,True,22.49574303214039,0.6322781383338025
L4DR_local,all,bus,bev,0.5,5843,True,49.860226011649125,0.7322945752158958
L4DR_local,all,bus,bev,0.3,5843,True,61.45708699672701,3.6801302818878767
L4DR_local,normal,sed,3d,0.7,15988,True,8.874587830378154,-3.32085907151904
L4DR_local,normal,sed,3d,0.5,15988,True,52.3266849490095,-2.936098081363106
L4DR_local,normal,sed,3d,0.3,15988,True,73.12315995788099,0.39142744092426085
L4DR_local,normal,sed,bev,0.7,15988,True,42.7314813235624,-7.144382082727034
L4DR_local,normal,sed,bev,0.5,15988,True,69.96275088104876,0.042647733788186315
L4DR_local,normal,sed,bev,0.3,15988,True,75.8362702694867,0.29341475684709906
L4DR_local,normal,bus,3d,0.7,2763,True,6.104714646992467,-3.6219422261622873
L4DR_local,normal,bus,3d,0.5,2763,True,32.17903454533253,-8.242897682959025
L4DR_local,normal,bus,3d,0.3,2763,True,54.59646059127973,-2.965570187992185
L4DR_local,normal,bus,bev,0.7,2763,True,18.077941643106723,-7.67536995661969
L4DR_local,normal,bus,bev,0.5,2763,True,44.80816875781525,-9.673065319344012
L4DR_local,normal,bus,bev,0.3,2763,True,57.94219723371421,-2.416480702441625
L4DR_local,lightsnow,sed,3d,0.7,1360,True,15.415763665526718,-4.74937378898524
L4DR_local,lightsnow,sed,3d,0.5,1360,True,59.27579199388789,1.4692307695439055
L4DR_local,lightsnow,sed,3d,0.3,1360,True,82.73938534475536,6.816063622358158
L4DR_local,lightsnow,sed,bev,0.7,1360,True,67.68102746473178,-0.24361974653297125
L4DR_local,lightsnow,sed,bev,0.5,1360,True,82.62442192729492,4.844716535033555
L4DR_local,lightsnow,sed,bev,0.3,1360,True,85.0964196722095,5.033882493199059
L4DR_local,lightsnow,bus,3d,0.7,540,True,28.04082078858911,20.434972578030774
L4DR_local,lightsnow,bus,3d,0.5,540,True,68.99576694644297,6.096093332070311
L4DR_local,lightsnow,bus,3d,0.3,540,True,89.15913842222015,0.40436289280789595
L4DR_local,lightsnow,bus,bev,0.7,540,True,64.61417881830343,9.579920438025724
L4DR_local,lightsnow,bus,bev,0.5,540,True,87.76838295297625,1.368866194416725
L4DR_local,lightsnow,bus,bev,0.3,540,True,95.70135896788796,-1.0601464190610699
L4DR_local,heavysnow,sed,3d,0.7,1611,True,17.28571733726018,0.8995151497837384
L4DR_local,heavysnow,sed,3d,0.5,1611,True,38.72302069347808,11.762303275228966
L4DR_local,heavysnow,sed,3d,0.3,1611,True,51.99042949053023,11.583113361538231
L4DR_local,heavysnow,sed,bev,0.7,1611,True,38.085639780898624,5.161164983805634
L4DR_local,heavysnow,sed,bev,0.5,1611,True,52.003138302104304,9.330736899593234
L4DR_local,heavysnow,sed,bev,0.3,1611,True,52.35296904316539,13.52085918806965
L4DR_local,heavysnow,bus,3d,0.7,1137,True,1.8864612347709833,12.055262559891936
L4DR_local,heavysnow,bus,3d,0.5,1137,True,17.000840583682763,22.367554310581706
L4DR_local,heavysnow,bus,3d,0.3,1137,True,54.27280033156452,18.06843817010266
L4DR_local,heavysnow,bus,bev,0.7,1137,True,25.072203422001433,11.85334682784973
L4DR_local,heavysnow,bus,bev,0.5,1137,True,52.30297493968371,26.66158598164725
L4DR_local,heavysnow,bus,bev,0.3,1137,True,65.18123997663696,24.322782249966025
L4DR_local,rain,sed,3d,0.7,5978,True,14.377185917800517,3.11670243105646
L4DR_local,rain,sed,3d,0.5,5978,True,54.94700982952785,-6.648161135880386
L4DR_local,rain,sed,3d,0.3,5978,True,76.2725217825918,-8.16286882886375
L4DR_local,rain,sed,bev,0.7,5978,True,53.565065218535935,-8.665045777511587
L4DR_local,rain,sed,bev,0.5,5978,True,75.2722769677742,-11.21669919029631
L4DR_local,rain,sed,bev,0.3,5978,True,79.26236810818811,-10.41963710736438
L4DR_local,rain,bus,3d,0.7,120,True,1.0547132498352012,-0.15428320306369092
L4DR_local,rain,bus,3d,0.5,120,True,6.595830435005437,-1.5441902259811124
L4DR_local,rain,bus,3d,0.3,120,True,7.811864609171068,2.2712701080064646
L4DR_local,rain,bus,bev,0.7,120,True,5.303529693773596,-1.6522789565151568
L4DR_local,rain,bus,bev,0.5,120,True,7.240821024209645,1.1154628004757123
L4DR_local,rain,bus,bev,0.3,120,True,7.811864609171068,2.2712701080064646
L4DR_local,sleet,sed,3d,0.7,1622,True,15.073435015929576,-7.752838751405455
L4DR_local,sleet,sed,3d,0.5,1622,True,41.21649070082017,7.912487371794143
L4DR_local,sleet,sed,3d,0.3,1622,True,54.548834754770034,17.96773568989284
L4DR_local,sleet,sed,bev,0.7,1622,True,39.17986269856119,2.8330378782892467
L4DR_local,sleet,sed,bev,0.5,1622,True,49.80125366036895,14.045039009384539
L4DR_local,sleet,sed,bev,0.3,1622,True,57.275950157910984,18.333967821845746
L4DR_local,sleet,bus,3d,0.7,1132,True,5.773106047232323,3.5634133313926313
L4DR_local,sleet,bus,3d,0.5,1132,True,43.049630593197676,-4.570894496426369
L4DR_local,sleet,bus,3d,0.3,1132,True,59.89490993898092,-2.423047546264222
L4DR_local,sleet,bus,bev,0.7,1132,True,18.424051733984246,4.252023972403954
L4DR_local,sleet,bus,bev,0.5,1132,True,51.76346644203698,-3.449164164003861
L4DR_local,sleet,bus,bev,0.3,1132,True,60.43302398023369,-2.3549021610418492
L4DR_local,overcast,sed,3d,0.7,1107,True,4.617385161737026,4.10693105342958
L4DR_local,overcast,sed,3d,0.5,1107,True,49.236472250222455,10.387146441171232
L4DR_local,overcast,sed,3d,0.3,1107,True,80.0632799170914,4.240604487286461
L4DR_local,overcast,sed,bev,0.7,1107,True,41.183642588885114,4.280392703387818
L4DR_local,overcast,sed,bev,0.5,1107,True,80.55801330058159,1.7476692730467676
L4DR_local,overcast,sed,bev,0.3,1107,True,86.50954292151835,4.877580349057837
L4DR_local,overcast,bus,3d,0.7,151,True,8.058931832317505,-2.807929831279707
L4DR_local,overcast,bus,3d,0.5,151,True,55.89381079400775,-6.238941836795753
L4DR_local,overcast,bus,3d,0.3,151,True,82.07274780826143,-8.251442725263416
L4DR_local,overcast,bus,bev,0.7,151,True,36.281601760788405,-17.565785057166817
L4DR_local,overcast,bus,bev,0.5,151,True,73.9380446242843,-11.63288922367088
L4DR_local,overcast,bus,bev,0.3,151,True,84.61165001874691,-10.590628088929591
L4DR_local,fog,sed,3d,0.7,1947,True,49.833384905490284,-6.315342265389326
L4DR_local,fog,sed,3d,0.5,1947,True,83.44257236642947,-3.141088323076147
L4DR_local,fog,sed,3d,0.3,1947,True,92.32634323970717,2.129425059048671
L4DR_local,fog,sed,bev,0.7,1947,True,82.55275220382406,-0.38040634952024277
L4DR_local,fog,sed,bev,0.5,1947,True,92.44281728758358,2.2250660201802646
L4DR_local,fog,sed,bev,0.3,1947,True,92.52211032075056,2.3171340868009622
L4DR_local,fog,bus,3d,0.7,0,False,0.0,0.0
L4DR_local,fog,bus,3d,0.5,0,False,0.0,0.0
L4DR_local,fog,bus,3d,0.3,0,False,0.0,0.0
L4DR_local,fog,bus,bev,0.7,0,False,0.0,0.0
L4DR_local,fog,bus,bev,0.5,0,False,0.0,0.0
L4DR_local,fog,bus,bev,0.3,0,False,0.0,0.0
L4DR_local,day,sed,3d,0.7,19961,True,14.59648406086918,-2.1274870120775713
L4DR_local,day,sed,3d,0.5,19961,True,55.008187486584184,-0.2986526977878725
L4DR_local,day,sed,3d,0.3,19961,True,73.90206216982824,2.8386286156259786
L4DR_local,day,sed,bev,0.7,19961,True,48.050828421599526,-3.4621505836853714
L4DR_local,day,sed,bev,0.5,19961,True,71.21552155129812,2.4258048958371887
L4DR_local,day,sed,bev,0.3,19961,True,74.371358275246,4.940333220748585
L4DR_local,day,bus,3d,0.7,3603,True,3.767286989140608,0.8540707161446086
L4DR_local,day,bus,3d,0.5,3603,True,28.830189865864703,-2.034586507816055
L4DR_local,day,bus,3d,0.3,3603,True,51.37393714839187,2.300032817090127
L4DR_local,day,bus,bev,0.7,3603,True,16.505176522419422,-0.9273302524282414
L4DR_local,day,bus,bev,0.5,3603,True,44.132273930334335,-2.3122522372352634
L4DR_local,day,bus,bev,0.3,3603,True,54.56664972856908,2.417038628065015
L4DR_local,night,sed,3d,0.7,9652,True,12.921517038964,-0.7501598111389605
L4DR_local,night,sed,3d,0.5,9652,True,51.103219291560976,-4.189695191002485
L4DR_local,night,sed,3d,0.3,9652,True,73.54740076958667,-3.272399870983932
L4DR_local,night,sed,bev,0.7,9652,True,48.55707061357159,-6.299160010117539
L4DR_local,night,sed,bev,0.5,9652,True,72.36208640343168,-5.8956202286823185
L4DR_local,night,sed,bev,0.3,9652,True,76.65083716163494,-3.230872539482391
L4DR_local,night,bus,3d,0.7,2240,True,9.105375111716404,9.091683588928662
L4DR_local,night,bus,3d,0.5,2240,True,40.896147445022244,1.7909323495384655
L4DR_local,night,bus,3d,0.3,2240,True,66.42497647228977,-2.5966484661733418
L4DR_local,night,bus,bev,0.7,2240,True,34.144530668595245,-0.5052739596385862
L4DR_local,night,bus,bev,0.5,2240,True,60.607124429483285,1.6671574582830928
L4DR_local,night,bus,bev,0.3,2240,True,75.80662124710533,2.2227976770389404
L4DR_local,urban,sed,3d,0.7,12032,True,13.575711335876875,1.2760349771422845
L4DR_local,urban,sed,3d,0.5,12032,True,54.944593000040655,2.387137212925346
L4DR_local,urban,sed,3d,0.3,12032,True,73.37291723956844,4.578638851408087
L4DR_local,urban,sed,bev,0.7,12032,True,51.21900562757716,-0.8266727205194044
L4DR_local,urban,sed,bev,0.5,12032,True,72.41973411427102,2.0603812688329413
L4DR_local,urban,sed,bev,0.3,12032,True,76.35341201493203,4.428459223041202
L4DR_local,urban,bus,3d,0.7,748,True,2.391949394738722,17.625937867783577
L4DR_local,urban,bus,3d,0.5,748,True,17.915561236107077,29.88425600922829
L4DR_local,urban,bus,3d,0.3,748,True,53.13020136960941,32.05357755658959
L4DR_local,urban,bus,bev,0.7,748,True,25.89745020004327,17.36067853036616
L4DR_local,urban,bus,bev,0.5,748,True,52.816232879799244,25.892707631116735
L4DR_local,urban,bus,bev,0.3,748,True,53.75078022342178,31.770166417645264
L4DR_local,highway,sed,3d,0.7,8175,True,8.737698535080469,-3.371562861490003
L4DR_local,highway,sed,3d,0.5,8175,True,55.199594845878096,0.8834321622278622
L4DR_local,highway,sed,3d,0.3,8175,True,79.19167693327492,3.8663890079602368
L4DR_local,highway,sed,bev,0.7,8175,True,46.21852179975108,-4.431192982427902
L4DR_local,highway,sed,bev,0.5,8175,True,78.26596654647172,1.3175566849087375
L4DR_local,highway,sed,bev,0.3,8175,True,81.90972562155882,3.8174388224937132
L4DR_local,highway,bus,3d,0.7,3774,True,6.9939607164802045,2.712280168099541
L4DR_local,highway,bus,3d,0.5,3774,True,34.87562103389155,-1.74348726434161
L4DR_local,highway,bus,3d,0.3,3774,True,61.38047184648086,-3.928389102734279
L4DR_local,highway,bus,bev,0.7,3774,True,24.41113229140233,-2.804984583415088
L4DR_local,highway,bus,bev,0.5,3774,True,54.40056670584742,-3.5677024641526742
L4DR_local,highway,bus,bev,0.3,3774,True,66.94816736028653,1.127489496675409
L4DR_local,countryside,sed,3d,0.7,363,True,8.260200702723973,-0.13362050066771403
L4DR_local,countryside,sed,3d,0.5,363,True,31.737569404067788,2.499447427369244
L4DR_local,countryside,sed,3d,0.3,363,True,63.50714954121784,-3.4911728451664104
L4DR_local,countryside,sed,bev,0.7,363,True,26.23905831272338,-2.959072118600524
L4DR_local,countryside,sed,bev,0.5,363,True,59.24396340246236,-3.313714864507766
L4DR_local,countryside,sed,bev,0.3,363,True,69.51423365905698,-4.187488747280213
L4DR_local,countryside,bus,3d,0.7,173,True,0.17115960633290542,1.4153272309592702
L4DR_local,countryside,bus,3d,0.5,173,True,5.130361648444072,7.185061374838975
L4DR_local,countryside,bus,3d,0.3,173,True,15.008410428931873,9.826047212629307
L4DR_local,countryside,bus,bev,0.7,173,True,2.22507488232777,5.398971340051271
L4DR_local,countryside,bus,bev,0.5,173,True,9.918994289761407,9.67962354766253
L4DR_local,countryside,bus,bev,0.3,173,True,17.25820016820858,10.088097368913434
L4DR_local,alleyway,sed,3d,0.7,3844,True,9.11346083651206,-6.404457160474702
L4DR_local,alleyway,sed,3d,0.5,3844,True,38.67960428362571,-17.61159946715697
L4DR_local,alleyway,sed,3d,0.3,3844,True,60.253071714042264,-22.145443510930235
L4DR_local,alleyway,sed,bev,0.7,3844,True,35.022778143480906,-19.018840697840503
L4DR_local,alleyway,sed,bev,0.5,3844,True,57.65137928108486,-22.383125881000346
L4DR_local,alleyway,sed,bev,0.3,3844,True,60.89032502887104,-19.737486992067993
L4DR_local,alleyway,bus,3d,0.7,164,True,1.1657101865136297,-1.024317468238621
L4DR_local,alleyway,bus,3d,0.5,164,True,9.631228807704586,-6.4003290666002535
L4DR_local,alleyway,bus,3d,0.3,164,True,18.340154150194802,4.63547261570692
L4DR_local,alleyway,bus,bev,0.7,164,True,5.968436154949785,-4.291922495403252
L4DR_local,alleyway,bus,bev,0.5,164,True,14.542611434115063,-2.839682801640219
L4DR_local,alleyway,bus,bev,0.3,164,True,19.99685162480126,5.484787981224471
L4DR_local,parkinglots,sed,3d,0.7,653,True,29.748762155827723,-2.3201004363157587
L4DR_local,parkinglots,sed,3d,0.5,653,True,46.2986912336508,4.740028118103545
L4DR_local,parkinglots,sed,3d,0.3,653,True,59.88226869434968,15.421675137817708
L4DR_local,parkinglots,sed,bev,0.7,653,True,37.36283643689253,-1.013125704916611
L4DR_local,parkinglots,sed,bev,0.5,653,True,51.46869590662414,9.513704964061297
L4DR_local,parkinglots,sed,bev,0.3,653,True,59.88226869434968,15.651238567480583
L4DR_local,parkinglots,bus,3d,0.7,361,True,1.7799424303489342,7.5853770919739025
L4DR_local,parkinglots,bus,3d,0.5,361,True,39.684275835438896,0.34861018532106414
L4DR_local,parkinglots,bus,3d,0.3,361,True,53.78764567098222,13.001464728257481
L4DR_local,parkinglots,bus,bev,0.7,361,True,13.288026388431751,6.529651066500927
L4DR_local,parkinglots,bus,bev,0.5,361,True,46.85267240521762,4.489099573827815
L4DR_local,parkinglots,bus,bev,0.3,361,True,54.07378039343919,12.97718424742986
L4DR_local,shoulder,sed,3d,0.7,861,True,74.7177802709271,2.6627332127019656
L4DR_local,shoulder,sed,3d,0.5,861,True,92.21923416683705,2.35157375283201
L4DR_local,shoulder,sed,3d,0.3,861,True,94.96771118792948,2.35405175586871
L4DR_local,shoulder,sed,bev,0.7,861,True,88.17036626108975,2.5916258634312896
L4DR_local,shoulder,sed,bev,0.5,861,True,97.42956655852068,-0.0047475680846247315
L4DR_local,shoulder,sed,bev,0.3,861,True,97.51637998775358,2.31400799122639
L4DR_local,shoulder,bus,3d,0.7,0,False,0.0,0.0
L4DR_local,shoulder,bus,3d,0.5,0,False,0.0,0.0
L4DR_local,shoulder,bus,3d,0.3,0,False,0.0,0.0
L4DR_local,shoulder,bus,bev,0.7,0,False,0.0,0.0
L4DR_local,shoulder,bus,bev,0.5,0,False,0.0,0.0
L4DR_local,shoulder,bus,bev,0.3,0,False,0.0,0.0
L4DR_local,mountain,sed,3d,0.7,1086,True,22.247782502140684,-12.133383174944981
L4DR_local,mountain,sed,3d,0.5,1086,True,73.02254597936822,-6.728960836879807
L4DR_local,mountain,sed,3d,0.3,1086,True,89.28781765399768,0.188683594124754
L4DR_local,mountain,sed,bev,0.7,1086,True,76.53030544287601,-2.1635399121563523
L4DR_local,mountain,sed,bev,0.5,1086,True,89.4897975915223,2.142146777848268
L4DR_local,mountain,sed,bev,0.3,1086,True,89.56710674243814,2.564162212192059
L4DR_local,mountain,bus,3d,0.7,598,True,12.927004057489237,2.19547809694806
L4DR_local,mountain,bus,3d,0.5,598,True,59.68341683296412,-7.886126742819442
L4DR_local,mountain,bus,3d,0.3,598,True,72.73876920960983,-13.539243699344667
L4DR_local,mountain,bus,bev,0.7,598,True,30.410033823015496,7.938078437929676
L4DR_local,mountain,bus,bev,0.5,598,True,68.35944412795823,-12.264377448021527
L4DR_local,mountain,bus,bev,0.3,598,True,72.73876920960983,-13.539243699344667
L4DR_local,university,sed,3d,0.7,2599,True,7.027117376047583,-2.028565175321175
L4DR_local,university,sed,3d,0.5,2599,True,47.77432846427903,-2.811484946401997
L4DR_local,university,sed,3d,0.3,2599,True,68.99106677100548,0.7223713660665254
L4DR_local,university,sed,bev,0.7,2599,True,40.01550400535423,-9.607934347819679
L4DR_local,university,sed,bev,0.5,2599,True,67.94861107237455,-1.9112009356309443
L4DR_local,university,sed,bev,0.3,2599,True,71.49038188585124,0.7209116462098848
L4DR_local,university,bus,3d,0.7,25,True,0.0,0.0
L4DR_local,university,bus,3d,0.5,25,True,0.0,0.0
L4DR_local,university,bus,3d,0.3,25,True,0.0,0.0
L4DR_local,university,bus,bev,0.7,25,True,0.0,0.0
L4DR_local,university,bus,bev,0.5,25,True,0.0,0.0
L4DR_local,university,bus,bev,0.3,25,True,0.0,0.0
L4DR_official,all,sed,3d,0.7,29613,True,11.230749999089644,1.0775335683914502
L4DR_official,all,sed,3d,0.5,29613,True,54.68228528949126,-2.5403755020659062
L4DR_official,all,sed,3d,0.3,29613,True,76.7941465297632,-2.209797094452256
L4DR_official,all,sed,bev,0.7,29613,True,49.1646970885633,-4.90779531327135
L4DR_official,all,sed,bev,0.5,29613,True,73.60883045917609,-2.3432275167612175
L4DR_official,all,sed,bev,0.3,29613,True,79.89624660275196,-2.5754768207247594
L4DR_official,all,bus,3d,0.7,5843,True,10.491341426590552,-0.5758062611334971
L4DR_official,all,bus,3d,0.5,5843,True,41.77797063443804,-7.811885923590239
L4DR_official,all,bus,3d,0.3,5843,True,62.17308516422231,-2.9288994760509794
L4DR_official,all,bus,bev,0.7,5843,True,29.647555081182364,-6.519533910708173
L4DR_official,all,bus,bev,0.5,5843,True,56.8599119916367,-6.267391404771679
L4DR_official,all,bus,bev,0.3,5843,True,67.12447279552708,-1.9872555169121995
L4DR_official,normal,sed,3d,0.7,15988,True,6.92540744845747,-1.3716786895983564
L4DR_official,normal,sed,3d,0.5,15988,True,50.21303711447865,-0.8224502468322612
L4DR_official,normal,sed,3d,0.3,15988,True,75.5165789943824,-2.0019915955771523
L4DR_official,normal,sed,bev,0.7,15988,True,42.880015470847546,-7.292916230012182
L4DR_official,normal,sed,bev,0.5,15988,True,72.04424662921436,-2.0388480143774075
L4DR_official,normal,sed,bev,0.3,15988,True,76.37767033029422,-0.2479853039604194
L4DR_official,normal,bus,3d,0.7,2763,True,7.739849608488392,-5.257077187658211
L4DR_official,normal,bus,3d,0.5,2763,True,36.5955128647862,-12.6593760024127
L4DR_official,normal,bus,3d,0.3,2763,True,56.26926214449585,-4.638371741208303
L4DR_official,normal,bus,bev,0.7,2763,True,21.23638615844648,-10.833814471959446
L4DR_official,normal,bus,bev,0.5,2763,True,46.88430364315844,-11.749200204687199
L4DR_official,normal,bus,bev,0.3,2763,True,59.346022705438294,-3.820306174165708
L4DR_official,overcast,sed,3d,0.7,1107,True,11.126021227324513,-2.4017050121579064
L4DR_official,overcast,sed,3d,0.5,1107,True,56.5263421347087,3.0972765566849887
L4DR_official,overcast,sed,3d,0.3,1107,True,83.57146866059291,0.732415743784955
L4DR_official,overcast,sed,bev,0.7,1107,True,51.100286750487044,-5.636251458214112
L4DR_official,overcast,sed,bev,0.5,1107,True,87.30930337489833,-5.0036208012699745
L4DR_official,overcast,sed,bev,0.3,1107,True,90.73479458438379,0.6523286861923907
L4DR_official,overcast,bus,3d,0.7,151,True,14.490832588796367,-9.239830587758568
L4DR_official,overcast,bus,3d,0.5,151,True,76.06427935482016,-26.409410397608163
L4DR_official,overcast,bus,3d,0.3,151,True,87.42964352720442,-13.60833844420641
L4DR_official,overcast,bus,bev,0.7,151,True,44.37066899255135,-25.654852288929764
L4DR_official,overcast,bus,bev,0.5,151,True,81.75538037262379,-19.450224972010368
L4DR_official,overcast,bus,bev,0.3,151,True,87.42964352720442,-13.408621597387096
L4DR_official,fog,sed,3d,0.7,1947,True,38.296274700885064,5.221767939215894
L4DR_official,fog,sed,3d,0.5,1947,True,83.81108300487693,-3.509598961523608
L4DR_official,fog,sed,3d,0.3,1947,True,93.60388815841152,0.8518801403443206
L4DR_official,fog,sed,bev,0.7,1947,True,80.7790593076275,1.3932865466763076
L4DR_official,fog,sed,bev,0.5,1947,True,94.37606266928843,0.2918206384754143
L4DR_official,fog,sed,bev,0.3,1947,True,94.80997279060979,0.02927161694172753
L4DR_official,fog,bus,3d,0.7,0,False,0.0,0.0
L4DR_official,fog,bus,3d,0.5,0,False,0.0,0.0
L4DR_official,fog,bus,3d,0.3,0,False,0.0,0.0
L4DR_official,fog,bus,bev,0.7,0,False,0.0,0.0
L4DR_official,fog,bus,bev,0.5,0,False,0.0,0.0
L4DR_official,fog,bus,bev,0.3,0,False,0.0,0.0
L4DR_official,rain,sed,3d,0.7,5978,True,14.408561358465466,3.0853269903915113
L4DR_official,rain,sed,3d,0.5,5978,True,53.03420031376067,-4.735351620113207
L4DR_official,rain,sed,3d,0.3,5978,True,78.25492313085188,-10.145270177123834
L4DR_official,rain,sed,bev,0.7,5978,True,53.38265392716976,-8.482634486145415
L4DR_official,rain,sed,bev,0.5,5978,True,76.39988857046843,-12.344310792990541
L4DR_official,rain,sed,bev,0.3,5978,True,81.47223131831129,-12.629500317487555
L4DR_official,rain,bus,3d,0.7,120,True,0.06097560975609756,0.8394544370154127
L4DR_official,rain,bus,3d,0.5,120,True,0.6766917293233082,4.3749484797010165
L4DR_official,rain,bus,3d,0.3,120,True,2.964426040265613,7.11870867691192
L4DR_official,rain,bus,bev,0.7,120,True,0.4369121006751669,3.2143386365832725
L4DR_official,rain,bus,bev,0.5,120,True,0.6949224941663226,7.661361330519036
L4DR_official,rain,bus,bev,0.3,120,True,4.241869036145855,5.841265681031678
L4DR_official,sleet,sed,3d,0.7,1622,True,10.027844520500288,-2.7072482559761673
L4DR_official,sleet,sed,3d,0.5,1622,True,47.42177300816858,1.7072050644457306
L4DR_official,sleet,sed,3d,0.3,1622,True,67.1694266405103,5.34714380415258
L4DR_official,sleet,sed,bev,0.7,1622,True,40.00465536788298,2.008245208967452
L4DR_official,sleet,sed,bev,0.5,1622,True,59.56544683471308,4.2808458350404095
L4DR_official,sleet,sed,bev,0.3,1622,True,70.54217705577393,5.067740923982797
L4DR_official,sleet,bus,3d,0.7,1132,True,11.222414400001478,-1.8858950213765233
