variant,checkpoint,epoch,split,metric,value
patch,last,80,test_deduplicated,V2X/Overall_3D_easy,75.85395418336269
patch,last,80,test_deduplicated,V2X/Overall_BEV_easy,80.3011396236215
patch,last,80,test_deduplicated,V2X/Overall_3D_moderate,72.21840229482768
patch,last,80,test_deduplicated,V2X/Overall_BEV_moderate,78.21878441092848
patch,last,80,test_deduplicated,V2X/Overall_3D_hard,71.99816461770018
patch,last,80,test_deduplicated,V2X/Overall_BEV_hard,77.95602062633594
taskdec,best,80,val,V2X/Vehicle_3D_easy_strict,87.3658087018048
taskdec,best,80,val,V2X/Vehicle_BEV_easy_strict,91.46077601687898
taskdec,best,80,val,V2X/Vehicle_3D_moderate_strict,79.85785018048345
taskdec,best,80,val,V2X/Vehicle_BEV_moderate_strict,88.26539099761833
taskdec,best,80,val,V2X/Vehicle_3D_hard_strict,78.35136321112974
taskdec,best,80,val,V2X/Vehicle_BEV_hard_strict,87.85270679270427
taskdec,best,80,val,V2X/Vehicle_3D_easy_loose,93.87854322552849
taskdec,best,80,val,V2X/Vehicle_BEV_easy_loose,95.06533110899356
taskdec,best,80,val,V2X/Vehicle_3D_moderate_loose,93.04102397951469
taskdec,best,80,val,V2X/Vehicle_BEV_moderate_loose,93.74310473050537
taskdec,best,80,val,V2X/Vehicle_3D_hard_loose,91.98163758927531
taskdec,best,80,val,V2X/Vehicle_BEV_hard_loose,93.39533992901036
taskdec,best,80,val,V2X/Pedestrian_3D_easy_strict,57.60981261353228
taskdec,best,80,val,V2X/Pedestrian_BEV_easy_strict,61.81805882353208
taskdec,best,80,val,V2X/Pedestrian_3D_moderate_strict,55.85548570181529
taskdec,best,80,val,V2X/Pedestrian_BEV_moderate_strict,61.1893108062157
taskdec,best,80,val,V2X/Pedestrian_3D_hard_strict,55.891770640347694
taskdec,best,80,val,V2X/Pedestrian_BEV_hard_strict,61.07064867370242
taskdec,best,80,val,V2X/Pedestrian_3D_easy_loose,80.50245636571915
taskdec,best,80,val,V2X/Pedestrian_BEV_easy_loose,81.03226033375824
taskdec,best,80,val,V2X/Pedestrian_3D_moderate_loose,78.29782886892194
taskdec,best,80,val,V2X/Pedestrian_BEV_moderate_loose,78.97018570342884
taskdec,best,80,val,V2X/Pedestrian_3D_hard_loose,78.17759916120413
taskdec,best,80,val,V2X/Pedestrian_BEV_hard_loose,78.88810734261679
taskdec,best,80,val,V2X/Cyclist_3D_easy_strict,80.80650664708091
taskdec,best,80,val,V2X/Cyclist_BEV_easy_strict,83.70670901422643
taskdec,best,80,val,V2X/Cyclist_3D_moderate_strict,78.03145488971671
taskdec,best,80,val,V2X/Cyclist_BEV_moderate_strict,81.48411308025784
taskdec,best,80,val,V2X/Cyclist_3D_hard_strict,77.87444571344065
taskdec,best,80,val,V2X/Cyclist_BEV_hard_strict,81.47934864132601
taskdec,best,80,val,V2X/Cyclist_3D_easy_loose,89.57072068233876
taskdec,best,80,val,V2X/Cyclist_BEV_easy_loose,89.85538826950736
taskdec,best,80,val,V2X/Cyclist_3D_moderate_loose,87.74115665394586
taskdec,best,80,val,V2X/Cyclist_BEV_moderate_loose,88.09460737406388
taskdec,best,80,val,V2X/Cyclist_3D_hard_loose,87.82806058800763
taskdec,best,80,val,V2X/Cyclist_BEV_hard_loose,88.15033083871265
taskdec,best,80,val,V2X/Overall_3D_easy,75.26070932080599
taskdec,best,80,val,V2X/Overall_BEV_easy,78.99518128487917
taskdec,best,80,val,V2X/Overall_3D_moderate,71.24826359067181
taskdec,best,80,val,V2X/Overall_BEV_moderate,76.97960496136396
taskdec,best,80,val,V2X/Overall_3D_hard,70.7058598549727
taskdec,best,80,val,V2X/Overall_BEV_hard,76.80090136924423
taskdec,best,80,val_deduplicated,V2X/Vehicle_3D_easy_strict,87.36752011970171
taskdec,best,80,val_deduplicated,V2X/Vehicle_BEV_easy_strict,91.4511158967627
taskdec,best,80,val_deduplicated,V2X/Vehicle_3D_moderate_strict,80.19231694745083
taskdec,best,80,val_deduplicated,V2X/Vehicle_BEV_moderate_strict,88.26004572964588
taskdec,best,80,val_deduplicated,V2X/Vehicle_3D_hard_strict,78.35740879325111
taskdec,best,80,val_deduplicated,V2X/Vehicle_BEV_hard_strict,87.83284514974375
taskdec,best,80,val_deduplicated,V2X/Vehicle_3D_easy_loose,93.87262217976671
taskdec,best,80,val_deduplicated,V2X/Vehicle_BEV_easy_loose,95.06341982546104
taskdec,best,80,val_deduplicated,V2X/Vehicle_3D_moderate_loose,93.02002402696795
taskdec,best,80,val_deduplicated,V2X/Vehicle_BEV_moderate_loose,93.73197126268164
taskdec,best,80,val_deduplicated,V2X/Vehicle_3D_hard_loose,91.92774658352812
taskdec,best,80,val_deduplicated,V2X/Vehicle_BEV_hard_loose,93.35967903292989
taskdec,best,80,val_deduplicated,V2X/Pedestrian_3D_easy_strict,57.55977319623236
taskdec,best,80,val_deduplicated,V2X/Pedestrian_BEV_easy_strict,61.786083911151636
taskdec,best,80,val_deduplicated,V2X/Pedestrian_3D_moderate_strict,55.71565384065998
taskdec,best,80,val_deduplicated,V2X/Pedestrian_BEV_moderate_strict,61.069664839464856
taskdec,best,80,val_deduplicated,V2X/Pedestrian_3D_hard_strict,55.774127684467445
taskdec,best,80,val_deduplicated,V2X/Pedestrian_BEV_hard_strict,60.97076537836455
taskdec,best,80,val_deduplicated,V2X/Pedestrian_3D_easy_loose,80.51728989344006
taskdec,best,80,val_deduplicated,V2X/Pedestrian_BEV_easy_loose,81.0472513979889
taskdec,best,80,val_deduplicated,V2X/Pedestrian_3D_moderate_loose,78.24261253433458
taskdec,best,80,val_deduplicated,V2X/Pedestrian_BEV_moderate_loose,78.9072792059159
taskdec,best,80,val_deduplicated,V2X/Pedestrian_3D_hard_loose,78.14854332729809
taskdec,best,80,val_deduplicated,V2X/Pedestrian_BEV_hard_loose,78.8276388508625
taskdec,best,80,val_deduplicated,V2X/Cyclist_3D_easy_strict,80.80156238623127
taskdec,best,80,val_deduplicated,V2X/Cyclist_BEV_easy_strict,83.7155796275348
taskdec,best,80,val_deduplicated,V2X/Cyclist_3D_moderate_strict,78.03089635856371
taskdec,best,80,val_deduplicated,V2X/Cyclist_BEV_moderate_strict,81.45609029945416
taskdec,best,80,val_deduplicated,V2X/Cyclist_3D_hard_strict,77.87462506372489
taskdec,best,80,val_deduplicated,V2X/Cyclist_BEV_hard_strict,81.46621452361859
taskdec,best,80,val_deduplicated,V2X/Cyclist_3D_easy_loose,89.57997770939718
taskdec,best,80,val_deduplicated,V2X/Cyclist_BEV_easy_loose,89.86537477450736
taskdec,best,80,val_deduplicated,V2X/Cyclist_3D_moderate_loose,87.76100400389943
taskdec,best,80,val_deduplicated,V2X/Cyclist_BEV_moderate_loose,88.1066633108453
taskdec,best,80,val_deduplicated,V2X/Cyclist_3D_hard_loose,87.8338175120885
taskdec,best,80,val_deduplicated,V2X/Cyclist_BEV_hard_loose,88.15603071784764
taskdec,best,80,val_deduplicated,V2X/Overall_3D_easy,75.24295190072178
taskdec,best,80,val_deduplicated,V2X/Overall_BEV_easy,78.98425981181639
taskdec,best,80,val_deduplicated,V2X/Overall_3D_moderate,71.31295571555818
taskdec,best,80,val_deduplicated,V2X/Overall_BEV_moderate,76.92860028952164
taskdec,best,80,val_deduplicated,V2X/Overall_3D_hard,70.66872051381448
taskdec,best,80,val_deduplicated,V2X/Overall_BEV_hard,76.75660835057563
taskdec,best,80,test,V2X/Vehicle_3D_easy_strict,86.13137253400538
taskdec,best,80,test,V2X/Vehicle_BEV_easy_strict,92.87843525749588
taskdec,best,80,test,V2X/Vehicle_3D_moderate_strict,78.79193892853806
taskdec,best,80,test,V2X/Vehicle_BEV_moderate_strict,89.97941664172455
taskdec,best,80,test,V2X/Vehicle_3D_hard_strict,78.39775448227594
taskdec,best,80,test,V2X/Vehicle_BEV_hard_strict,88.16235197489023
taskdec,best,80,test,V2X/Vehicle_3D_easy_loose,95.25170928988089
taskdec,best,80,test,V2X/Vehicle_BEV_easy_loose,95.86541369989483
taskdec,best,80,test,V2X/Vehicle_3D_moderate_loose,93.38788108367675
taskdec,best,80,test,V2X/Vehicle_BEV_moderate_loose,94.19328901662621
taskdec,best,80,test,V2X/Vehicle_3D_hard_loose,93.08457923564471
taskdec,best,80,test,V2X/Vehicle_BEV_hard_loose,93.88445792614478
taskdec,best,80,test,V2X/Pedestrian_3D_easy_strict,59.10130130262413
taskdec,best,80,test,V2X/Pedestrian_BEV_easy_strict,63.464844811558876
taskdec,best,80,test,V2X/Pedestrian_3D_moderate_strict,58.6107293066754
taskdec,best,80,test,V2X/Pedestrian_BEV_moderate_strict,63.78461813590911
taskdec,best,80,test,V2X/Pedestrian_3D_hard_strict,58.649924028791176
taskdec,best,80,test,V2X/Pedestrian_BEV_hard_strict,63.82673023152056
taskdec,best,80,test,V2X/Pedestrian_3D_easy_loose,81.32452371893292
taskdec,best,80,test,V2X/Pedestrian_BEV_easy_loose,81.97106004483756
taskdec,best,80,test,V2X/Pedestrian_3D_moderate_loose,80.00811004905755
taskdec,best,80,test,V2X/Pedestrian_BEV_moderate_loose,80.46151521158097
taskdec,best,80,test,V2X/Pedestrian_3D_hard_loose,80.03429121488588
taskdec,best,80,test,V2X/Pedestrian_BEV_hard_loose,80.49485223927549
taskdec,best,80,test,V2X/Cyclist_3D_easy_strict,82.6320941074338
taskdec,best,80,test,V2X/Cyclist_BEV_easy_strict,84.93850116995215
taskdec,best,80,test,V2X/Cyclist_3D_moderate_strict,79.10312659249598
taskdec,best,80,test,V2X/Cyclist_BEV_moderate_strict,82.50389419682503
taskdec,best,80,test,V2X/Cyclist_3D_hard_strict,78.98141261998627
taskdec,best,80,test,V2X/Cyclist_BEV_hard_strict,82.49662589440614
taskdec,best,80,test,V2X/Cyclist_3D_easy_loose,91.26950639417059
taskdec,best,80,test,V2X/Cyclist_BEV_easy_loose,91.77006613545386
taskdec,best,80,test,V2X/Cyclist_3D_moderate_loose,89.21478527905033
taskdec,best,80,test,V2X/Cyclist_BEV_moderate_loose,89.70684680162279
taskdec,best,80,test,V2X/Cyclist_3D_hard_loose,89.1876991636538
taskdec,best,80,test,V2X/Cyclist_BEV_hard_loose,89.67202544378054
taskdec,best,80,test,V2X/Overall_3D_easy,75.95492264802111
taskdec,best,80,test,V2X/Overall_BEV_easy,80.42726041300229
taskdec,best,80,test,V2X/Overall_3D_moderate,72.16859827590315
taskdec,best,80,test,V2X/Overall_BEV_moderate,78.75597632481957
taskdec,best,80,test,V2X/Overall_3D_hard,72.00969704368447
taskdec,best,80,test,V2X/Overall_BEV_hard,78.16190270027231
taskdec,best,80,test_deduplicated,V2X/Vehicle_3D_easy_strict,86.1170327975531
taskdec,best,80,test_deduplicated,V2X/Vehicle_BEV_easy_strict,92.87540786943596
taskdec,best,80,test_deduplicated,V2X/Vehicle_3D_moderate_strict,78.81932594948056
taskdec,best,80,test_deduplicated,V2X/Vehicle_BEV_moderate_strict,89.97260772330404
taskdec,best,80,test_deduplicated,V2X/Vehicle_3D_hard_strict,78.46761885960758
taskdec,best,80,test_deduplicated,V2X/Vehicle_BEV_hard_strict,88.1501062824807
taskdec,best,80,test_deduplicated,V2X/Vehicle_3D_easy_loose,95.27870321117952
taskdec,best,80,test_deduplicated,V2X/Vehicle_BEV_easy_loose,95.86021949993489
taskdec,best,80,test_deduplicated,V2X/Vehicle_3D_moderate_loose,93.38829402394101
taskdec,best,80,test_deduplicated,V2X/Vehicle_BEV_moderate_loose,94.15906161139829
taskdec,best,80,test_deduplicated,V2X/Vehicle_3D_hard_loose,93.06371690114436
taskdec,best,80,test_deduplicated,V2X/Vehicle_BEV_hard_loose,93.83995391219571
taskdec,best,80,test_deduplicated,V2X/Pedestrian_3D_easy_strict,59.120370411672475
taskdec,best,80,test_deduplicated,V2X/Pedestrian_BEV_easy_strict,63.48062989893256
taskdec,best,80,test_deduplicated,V2X/Pedestrian_3D_moderate_strict,58.7501175309064
taskdec,best,80,test_deduplicated,V2X/Pedestrian_BEV_moderate_strict,63.81000347339663
taskdec,best,80,test_deduplicated,V2X/Pedestrian_3D_hard_strict,58.81267736459013
taskdec,best,80,test_deduplicated,V2X/Pedestrian_BEV_hard_strict,63.861841945892515
taskdec,best,80,test_deduplicated,V2X/Pedestrian_3D_easy_loose,81.31499823837567
taskdec,best,80,test_deduplicated,V2X/Pedestrian_BEV_easy_loose,81.96846356405472
taskdec,best,80,test_deduplicated,V2X/Pedestrian_3D_moderate_loose,80.07481338961757
taskdec,best,80,test_deduplicated,V2X/Pedestrian_BEV_moderate_loose,80.54679349497835
taskdec,best,80,test_deduplicated,V2X/Pedestrian_3D_hard_loose,80.1039442017955
taskdec,best,80,test_deduplicated,V2X/Pedestrian_BEV_hard_loose,80.57393168927138
taskdec,best,80,test_deduplicated,V2X/Cyclist_3D_easy_strict,82.6055327238041
taskdec,best,80,test_deduplicated,V2X/Cyclist_BEV_easy_strict,84.90403150001436
taskdec,best,80,test_deduplicated,V2X/Cyclist_3D_moderate_strict,79.09245493168837
taskdec,best,80,test_deduplicated,V2X/Cyclist_BEV_moderate_strict,82.5123691160014
taskdec,best,80,test_deduplicated,V2X/Cyclist_3D_hard_strict,79.01367845988655
taskdec,best,80,test_deduplicated,V2X/Cyclist_BEV_hard_strict,82.48988112483845
taskdec,best,80,test_deduplicated,V2X/Cyclist_3D_easy_loose,91.27982652485417
taskdec,best,80,test_deduplicated,V2X/Cyclist_BEV_easy_loose,91.75599998354373
taskdec,best,80,test_deduplicated,V2X/Cyclist_3D_moderate_loose,89.24125725524014
taskdec,best,80,test_deduplicated,V2X/Cyclist_BEV_moderate_loose,89.70756039879039
taskdec,best,80,test_deduplicated,V2X/Cyclist_3D_hard_loose,89.21429612943002
taskdec,best,80,test_deduplicated,V2X/Cyclist_BEV_hard_loose,89.66510357911261
taskdec,best,80,test_deduplicated,V2X/Overall_3D_easy,75.94764531100988
taskdec,best,80,test_deduplicated,V2X/Overall_BEV_easy,80.42002308946097
taskdec,best,80,test_deduplicated,V2X/Overall_3D_moderate,72.2206328040251
taskdec,best,80,test_deduplicated,V2X/Overall_BEV_moderate,78.76499343756736
taskdec,best,80,test_deduplicated,V2X/Overall_3D_hard,72.09799156136143
taskdec,best,80,test_deduplicated,V2X/Overall_BEV_hard,78.16727645107056
taskdec,last,80,val,V2X/Vehicle_3D_easy_strict,87.3658087018048
taskdec,last,80,val,V2X/Vehicle_BEV_easy_strict,91.46077601687898
taskdec,last,80,val,V2X/Vehicle_3D_moderate_strict,79.85785018048345
taskdec,last,80,val,V2X/Vehicle_BEV_moderate_strict,88.26539099761833
taskdec,last,80,val,V2X/Vehicle_3D_hard_strict,78.35136321112974
taskdec,last,80,val,V2X/Vehicle_BEV_hard_strict,87.85270679270427
taskdec,last,80,val,V2X/Vehicle_3D_easy_loose,93.87854322552849
taskdec,last,80,val,V2X/Vehicle_BEV_easy_loose,95.06533110899356
taskdec,last,80,val,V2X/Vehicle_3D_moderate_loose,93.04102397951469
taskdec,last,80,val,V2X/Vehicle_BEV_moderate_loose,93.74310473050537
taskdec,last,80,val,V2X/Vehicle_3D_hard_loose,91.98163758927531
taskdec,last,80,val,V2X/Vehicle_BEV_hard_loose,93.39533992901036
taskdec,last,80,val,V2X/Pedestrian_3D_easy_strict,57.60981261353228
taskdec,last,80,val,V2X/Pedestrian_BEV_easy_strict,61.81805882353208
taskdec,last,80,val,V2X/Pedestrian_3D_moderate_strict,55.85548570181529
taskdec,last,80,val,V2X/Pedestrian_BEV_moderate_strict,61.1893108062157
taskdec,last,80,val,V2X/Pedestrian_3D_hard_strict,55.891770640347694
taskdec,last,80,val,V2X/Pedestrian_BEV_hard_strict,61.07064867370242
taskdec,last,80,val,V2X/Pedestrian_3D_easy_loose,80.50245636571915
taskdec,last,80,val,V2X/Pedestrian_BEV_easy_loose,81.03226033375824
taskdec,last,80,val,V2X/Pedestrian_3D_moderate_loose,78.29782886892194
taskdec,last,80,val,V2X/Pedestrian_BEV_moderate_loose,78.97018570342884
taskdec,last,80,val,V2X/Pedestrian_3D_hard_loose,78.17759916120413
taskdec,last,80,val,V2X/Pedestrian_BEV_hard_loose,78.88810734261679
taskdec,last,80,val,V2X/Cyclist_3D_easy_strict,80.80650664708091
taskdec,last,80,val,V2X/Cyclist_BEV_easy_strict,83.70670901422643
taskdec,last,80,val,V2X/Cyclist_3D_moderate_strict,78.03145488971671
taskdec,last,80,val,V2X/Cyclist_BEV_moderate_strict,81.48411308025784
taskdec,last,80,val,V2X/Cyclist_3D_hard_strict,77.87444571344065
taskdec,last,80,val,V2X/Cyclist_BEV_hard_strict,81.47934864132601
taskdec,last,80,val,V2X/Cyclist_3D_easy_loose,89.57072068233876
taskdec,last,80,val,V2X/Cyclist_BEV_easy_loose,89.85538826950736
taskdec,last,80,val,V2X/Cyclist_3D_moderate_loose,87.74115665394586
taskdec,last,80,val,V2X/Cyclist_BEV_moderate_loose,88.09460737406388
taskdec,last,80,val,V2X/Cyclist_3D_hard_loose,87.82806058800763
taskdec,last,80,val,V2X/Cyclist_BEV_hard_loose,88.15033083871265
taskdec,last,80,val,V2X/Overall_3D_easy,75.26070932080599
taskdec,last,80,val,V2X/Overall_BEV_easy,78.99518128487917
taskdec,last,80,val,V2X/Overall_3D_moderate,71.24826359067181
taskdec,last,80,val,V2X/Overall_BEV_moderate,76.97960496136396
taskdec,last,80,val,V2X/Overall_3D_hard,70.7058598549727
taskdec,last,80,val,V2X/Overall_BEV_hard,76.80090136924423
taskdec,last,80,val_deduplicated,V2X/Vehicle_3D_easy_strict,87.36752011970171
taskdec,last,80,val_deduplicated,V2X/Vehicle_BEV_easy_strict,91.4511158967627
taskdec,last,80,val_deduplicated,V2X/Vehicle_3D_moderate_strict,80.19231694745083
taskdec,last,80,val_deduplicated,V2X/Vehicle_BEV_moderate_strict,88.26004572964588
taskdec,last,80,val_deduplicated,V2X/Vehicle_3D_hard_strict,78.35740879325111
taskdec,last,80,val_deduplicated,V2X/Vehicle_BEV_hard_strict,87.83284514974375
taskdec,last,80,val_deduplicated,V2X/Vehicle_3D_easy_loose,93.87262217976671
taskdec,last,80,val_deduplicated,V2X/Vehicle_BEV_easy_loose,95.06341982546104
taskdec,last,80,val_deduplicated,V2X/Vehicle_3D_moderate_loose,93.02002402696795
taskdec,last,80,val_deduplicated,V2X/Vehicle_BEV_moderate_loose,93.73197126268164
taskdec,last,80,val_deduplicated,V2X/Vehicle_3D_hard_loose,91.92774658352812
taskdec,last,80,val_deduplicated,V2X/Vehicle_BEV_hard_loose,93.35967903292989
taskdec,last,80,val_deduplicated,V2X/Pedestrian_3D_easy_strict,57.55977319623236
taskdec,last,80,val_deduplicated,V2X/Pedestrian_BEV_easy_strict,61.786083911151636
taskdec,last,80,val_deduplicated,V2X/Pedestrian_3D_moderate_strict,55.71565384065998
taskdec,last,80,val_deduplicated,V2X/Pedestrian_BEV_moderate_strict,61.069664839464856
taskdec,last,80,val_deduplicated,V2X/Pedestrian_3D_hard_strict,55.774127684467445
taskdec,last,80,val_deduplicated,V2X/Pedestrian_BEV_hard_strict,60.97076537836455
taskdec,last,80,val_deduplicated,V2X/Pedestrian_3D_easy_loose,80.51728989344006
taskdec,last,80,val_deduplicated,V2X/Pedestrian_BEV_easy_loose,81.0472513979889
taskdec,last,80,val_deduplicated,V2X/Pedestrian_3D_moderate_loose,78.24261253433458
taskdec,last,80,val_deduplicated,V2X/Pedestrian_BEV_moderate_loose,78.9072792059159
taskdec,last,80,val_deduplicated,V2X/Pedestrian_3D_hard_loose,78.14854332729809
taskdec,last,80,val_deduplicated,V2X/Pedestrian_BEV_hard_loose,78.8276388508625
taskdec,last,80,val_deduplicated,V2X/Cyclist_3D_easy_strict,80.80156238623127
taskdec,last,80,val_deduplicated,V2X/Cyclist_BEV_easy_strict,83.7155796275348
taskdec,last,80,val_deduplicated,V2X/Cyclist_3D_moderate_strict,78.03089635856371
taskdec,last,80,val_deduplicated,V2X/Cyclist_BEV_moderate_strict,81.45609029945416
taskdec,last,80,val_deduplicated,V2X/Cyclist_3D_hard_strict,77.87462506372489
taskdec,last,80,val_deduplicated,V2X/Cyclist_BEV_hard_strict,81.46621452361859
taskdec,last,80,val_deduplicated,V2X/Cyclist_3D_easy_loose,89.57997770939718
taskdec,last,80,val_deduplicated,V2X/Cyclist_BEV_easy_loose,89.86537477450736
taskdec,last,80,val_deduplicated,V2X/Cyclist_3D_moderate_loose,87.76100400389943
taskdec,last,80,val_deduplicated,V2X/Cyclist_BEV_moderate_loose,88.1066633108453
taskdec,last,80,val_deduplicated,V2X/Cyclist_3D_hard_loose,87.8338175120885
taskdec,last,80,val_deduplicated,V2X/Cyclist_BEV_hard_loose,88.15603071784764
taskdec,last,80,val_deduplicated,V2X/Overall_3D_easy,75.24295190072178
taskdec,last,80,val_deduplicated,V2X/Overall_BEV_easy,78.98425981181639
taskdec,last,80,val_deduplicated,V2X/Overall_3D_moderate,71.31295571555818
taskdec,last,80,val_deduplicated,V2X/Overall_BEV_moderate,76.92860028952164
taskdec,last,80,val_deduplicated,V2X/Overall_3D_hard,70.66872051381448
taskdec,last,80,val_deduplicated,V2X/Overall_BEV_hard,76.75660835057563
taskdec,last,80,test,V2X/Vehicle_3D_easy_strict,86.13137253400538
taskdec,last,80,test,V2X/Vehicle_BEV_easy_strict,92.87843525749588
taskdec,last,80,test,V2X/Vehicle_3D_moderate_strict,78.79193892853806
taskdec,last,80,test,V2X/Vehicle_BEV_moderate_strict,89.97941664172455
taskdec,last,80,test,V2X/Vehicle_3D_hard_strict,78.39775448227594
taskdec,last,80,test,V2X/Vehicle_BEV_hard_strict,88.16235197489023
taskdec,last,80,test,V2X/Vehicle_3D_easy_loose,95.25170928988089
taskdec,last,80,test,V2X/Vehicle_BEV_easy_loose,95.86541369989483
taskdec,last,80,test,V2X/Vehicle_3D_moderate_loose,93.38788108367675
taskdec,last,80,test,V2X/Vehicle_BEV_moderate_loose,94.19328901662621
taskdec,last,80,test,V2X/Vehicle_3D_hard_loose,93.08457923564471
taskdec,last,80,test,V2X/Vehicle_BEV_hard_loose,93.88445792614478
taskdec,last,80,test,V2X/Pedestrian_3D_easy_strict,59.10130130262413
taskdec,last,80,test,V2X/Pedestrian_BEV_easy_strict,63.464844811558876
taskdec,last,80,test,V2X/Pedestrian_3D_moderate_strict,58.6107293066754
taskdec,last,80,test,V2X/Pedestrian_BEV_moderate_strict,63.78461813590911
taskdec,last,80,test,V2X/Pedestrian_3D_hard_strict,58.649924028791176
taskdec,last,80,test,V2X/Pedestrian_BEV_hard_strict,63.82673023152056
taskdec,last,80,test,V2X/Pedestrian_3D_easy_loose,81.32452371893292
taskdec,last,80,test,V2X/Pedestrian_BEV_easy_loose,81.97106004483756
taskdec,last,80,test,V2X/Pedestrian_3D_moderate_loose,80.00811004905755
taskdec,last,80,test,V2X/Pedestrian_BEV_moderate_loose,80.46151521158097
taskdec,last,80,test,V2X/Pedestrian_3D_hard_loose,80.03429121488588
taskdec,last,80,test,V2X/Pedestrian_BEV_hard_loose,80.49485223927549
taskdec,last,80,test,V2X/Cyclist_3D_easy_strict,82.6320941074338
taskdec,last,80,test,V2X/Cyclist_BEV_easy_strict,84.93850116995215
taskdec,last,80,test,V2X/Cyclist_3D_moderate_strict,79.10312659249598
taskdec,last,80,test,V2X/Cyclist_BEV_moderate_strict,82.50389419682503
taskdec,last,80,test,V2X/Cyclist_3D_hard_strict,78.98141261998627
taskdec,last,80,test,V2X/Cyclist_BEV_hard_strict,82.49662589440614
taskdec,last,80,test,V2X/Cyclist_3D_easy_loose,91.26950639417059
taskdec,last,80,test,V2X/Cyclist_BEV_easy_loose,91.77006613545386
taskdec,last,80,test,V2X/Cyclist_3D_moderate_loose,89.21478527905033
taskdec,last,80,test,V2X/Cyclist_BEV_moderate_loose,89.70684680162279
taskdec,last,80,test,V2X/Cyclist_3D_hard_loose,89.1876991636538
taskdec,last,80,test,V2X/Cyclist_BEV_hard_loose,89.67202544378054
taskdec,last,80,test,V2X/Overall_3D_easy,75.95492264802111
taskdec,last,80,test,V2X/Overall_BEV_easy,80.42726041300229
taskdec,last,80,test,V2X/Overall_3D_moderate,72.16859827590315
taskdec,last,80,test,V2X/Overall_BEV_moderate,78.75597632481957
taskdec,last,80,test,V2X/Overall_3D_hard,72.00969704368447
taskdec,last,80,test,V2X/Overall_BEV_hard,78.16190270027231
taskdec,last,80,test_deduplicated,V2X/Vehicle_3D_easy_strict,86.1170327975531
taskdec,last,80,test_deduplicated,V2X/Vehicle_BEV_easy_strict,92.87540786943596
taskdec,last,80,test_deduplicated,V2X/Vehicle_3D_moderate_strict,78.81932594948056
taskdec,last,80,test_deduplicated,V2X/Vehicle_BEV_moderate_strict,89.97260772330404
taskdec,last,80,test_deduplicated,V2X/Vehicle_3D_hard_strict,78.46761885960758
taskdec,last,80,test_deduplicated,V2X/Vehicle_BEV_hard_strict,88.1501062824807
taskdec,last,80,test_deduplicated,V2X/Vehicle_3D_easy_loose,95.27870321117952
taskdec,last,80,test_deduplicated,V2X/Vehicle_BEV_easy_loose,95.86021949993489
taskdec,last,80,test_deduplicated,V2X/Vehicle_3D_moderate_loose,93.38829402394101
taskdec,last,80,test_deduplicated,V2X/Vehicle_BEV_moderate_loose,94.15906161139829
taskdec,last,80,test_deduplicated,V2X/Vehicle_3D_hard_loose,93.06371690114436
taskdec,last,80,test_deduplicated,V2X/Vehicle_BEV_hard_loose,93.83995391219571
taskdec,last,80,test_deduplicated,V2X/Pedestrian_3D_easy_strict,59.120370411672475
taskdec,last,80,test_deduplicated,V2X/Pedestrian_BEV_easy_strict,63.48062989893256
taskdec,last,80,test_deduplicated,V2X/Pedestrian_3D_moderate_strict,58.7501175309064
taskdec,last,80,test_deduplicated,V2X/Pedestrian_BEV_moderate_strict,63.81000347339663
taskdec,last,80,test_deduplicated,V2X/Pedestrian_3D_hard_strict,58.81267736459013
taskdec,last,80,test_deduplicated,V2X/Pedestrian_BEV_hard_strict,63.861841945892515
taskdec,last,80,test_deduplicated,V2X/Pedestrian_3D_easy_loose,81.31499823837567
taskdec,last,80,test_deduplicated,V2X/Pedestrian_BEV_easy_loose,81.96846356405472
taskdec,last,80,test_deduplicated,V2X/Pedestrian_3D_moderate_loose,80.07481338961757
taskdec,last,80,test_deduplicated,V2X/Pedestrian_BEV_moderate_loose,80.54679349497835
taskdec,last,80,test_deduplicated,V2X/Pedestrian_3D_hard_loose,80.1039442017955
taskdec,last,80,test_deduplicated,V2X/Pedestrian_BEV_hard_loose,80.57393168927138
taskdec,last,80,test_deduplicated,V2X/Cyclist_3D_easy_strict,82.6055327238041
taskdec,last,80,test_deduplicated,V2X/Cyclist_BEV_easy_strict,84.90403150001436
taskdec,last,80,test_deduplicated,V2X/Cyclist_3D_moderate_strict,79.09245493168837
taskdec,last,80,test_deduplicated,V2X/Cyclist_BEV_moderate_strict,82.5123691160014
taskdec,last,80,test_deduplicated,V2X/Cyclist_3D_hard_strict,79.01367845988655
taskdec,last,80,test_deduplicated,V2X/Cyclist_BEV_hard_strict,82.48988112483845
taskdec,last,80,test_deduplicated,V2X/Cyclist_3D_easy_loose,91.27982652485417
taskdec,last,80,test_deduplicated,V2X/Cyclist_BEV_easy_loose,91.75599998354373
taskdec,last,80,test_deduplicated,V2X/Cyclist_3D_moderate_loose,89.24125725524014
taskdec,last,80,test_deduplicated,V2X/Cyclist_BEV_moderate_loose,89.70756039879039
taskdec,last,80,test_deduplicated,V2X/Cyclist_3D_hard_loose,89.21429612943002
taskdec,last,80,test_deduplicated,V2X/Cyclist_BEV_hard_loose,89.66510357911261
taskdec,last,80,test_deduplicated,V2X/Overall_3D_easy,75.94764531100988
taskdec,last,80,test_deduplicated,V2X/Overall_BEV_easy,80.42002308946097
