run,condition,class,metric,iou,ap,asf_ap,delta_pp
DecControlled Strong 08-06,shoulder,bus,3D,0.7,0.0,0.0,0.0
DecControlled Strong 08-06,shoulder,bus,BEV,0.3,0.0,0.0,0.0
DecControlled Strong 08-06,shoulder,bus,BEV,0.5,0.0,0.0,0.0
DecControlled Strong 08-06,shoulder,bus,BEV,0.7,0.0,0.0,0.0
DecControlled Strong 08-06,mountain,sed,3D,0.3,89.47650124812243,89.73177252636825,-0.2552712782458144
DecControlled Strong 08-06,mountain,sed,3D,0.5,66.29358514248841,67.50128091242576,-1.2076957699373452
DecControlled Strong 08-06,mountain,sed,3D,0.7,10.114399327195702,13.183441358301417,-3.069042031105715
DecControlled Strong 08-06,mountain,sed,BEV,0.3,92.1312689546302,92.32416645520637,-0.19289750057616573
DecControlled Strong 08-06,mountain,sed,BEV,0.5,91.63194436937057,91.98190998465427,-0.3499656152836934
DecControlled Strong 08-06,mountain,sed,BEV,0.7,74.36676553071966,70.3354366985676,4.031328832152056
DecControlled Strong 08-06,mountain,bus,3D,0.3,59.19952551026516,62.770121077896015,-3.5705955676308534
DecControlled Strong 08-06,mountain,bus,3D,0.5,51.79729009014468,58.63868998244516,-6.84139989230048
DecControlled Strong 08-06,mountain,bus,3D,0.7,15.122482154437296,17.87936282457588,-2.7568806701385853
DecControlled Strong 08-06,mountain,bus,BEV,0.3,59.19952551026516,62.81632755638571,-3.6168020461205472
DecControlled Strong 08-06,mountain,bus,BEV,0.5,56.0950666799367,62.34393124720492,-6.248864567268221
DecControlled Strong 08-06,mountain,bus,BEV,0.7,38.34811226094517,40.825571448391415,-2.477459187446243
DecControlled Strong 08-06,university,sed,3D,0.3,69.713438137072,72.46310754511738,-2.749669408045378
DecControlled Strong 08-06,university,sed,3D,0.5,44.96284351787703,43.654345636383454,1.3084978814935795
DecControlled Strong 08-06,university,sed,3D,0.7,4.998552200726408,5.918686971946433,-0.9201347712200247
DecControlled Strong 08-06,university,sed,BEV,0.3,72.21129353206112,75.05350307985908,-2.842209547797964
DecControlled Strong 08-06,university,sed,BEV,0.5,66.0374101367436,68.77298567749861,-2.7355755407550078
DecControlled Strong 08-06,university,sed,BEV,0.7,30.40756965753455,32.52734026072008,-2.119770603185529
DecControlled Strong 08-06,university,bus,3D,0.3,0.0,0.0,0.0
DecControlled Strong 08-06,university,bus,3D,0.5,0.0,0.0,0.0
DecControlled Strong 08-06,university,bus,3D,0.7,0.0,0.0,0.0
DecControlled Strong 08-06,university,bus,BEV,0.3,0.0,0.0,0.0
DecControlled Strong 08-06,university,bus,BEV,0.5,0.0,0.0,0.0
DecControlled Strong 08-06,university,bus,BEV,0.7,0.0,0.0,0.0
DecControlled Strong 08-06,day,sed,3D,0.3,76.74069078545422,77.14190080374229,-0.4012100182880687
DecControlled Strong 08-06,day,sed,3D,0.5,54.70953478879631,54.75598286987021,-0.04644808107389764
DecControlled Strong 08-06,day,sed,3D,0.7,12.468997048791609,12.594213477752811,-0.12521642896120255
DecControlled Strong 08-06,day,sed,BEV,0.3,79.31169149599458,79.83859234146277,-0.5269008454681909
DecControlled Strong 08-06,day,sed,BEV,0.5,73.64132644713531,74.1060258863607,-0.4646994392253845
DecControlled Strong 08-06,day,sed,BEV,0.7,44.588677837914155,45.140982188209506,-0.5523043502953513
DecControlled Strong 08-06,day,bus,3D,0.3,53.673969965481994,56.9292882026023,-3.2553182371203064
DecControlled Strong 08-06,day,bus,3D,0.5,26.79560335804865,27.719277309777674,-0.9236739517290253
DecControlled Strong 08-06,day,bus,3D,0.7,4.621357705285217,6.711469281739466,-2.090111576454249
DecControlled Strong 08-06,day,bus,BEV,0.3,56.9836883566341,60.21894965556813,-3.2352612989340344
DecControlled Strong 08-06,day,bus,BEV,0.5,41.82002169309907,44.76612474412965,-2.946103051030576
DecControlled Strong 08-06,day,bus,BEV,0.7,15.57784626999118,16.6243848839265,-1.0465386139353186
DecControlled Strong 08-06,night,sed,3D,0.3,70.27500089860274,70.67299438396955,-0.39799348536681123
DecControlled Strong 08-06,night,sed,3D,0.5,46.91352410055849,46.58593243169625,0.3275916688622402
DecControlled Strong 08-06,night,sed,3D,0.7,12.17135722782504,11.23791429710876,0.9334429307162786
DecControlled Strong 08-06,night,sed,BEV,0.3,73.41996462215255,73.91598674452821,-0.49602212237566334
DecControlled Strong 08-06,night,sed,BEV,0.5,66.46646617474936,66.84370892725146,-0.3772427525020987
DecControlled Strong 08-06,night,sed,BEV,0.7,42.25791060345405,40.7247944433854,1.5331161600686514
DecControlled Strong 08-06,night,bus,3D,0.3,63.82832800611643,60.36562791309061,3.4627000930258163
DecControlled Strong 08-06,night,bus,3D,0.5,42.68707979456071,36.95414581651178,5.732933978048926
DecControlled Strong 08-06,night,bus,3D,0.7,18.197058700645066,11.795749564263,6.401309136382066
DecControlled Strong 08-06,night,bus,BEV,0.3,78.02941892414427,75.85685730060533,2.1725616235389396
DecControlled Strong 08-06,night,bus,BEV,0.5,62.27428188776638,62.501625521904444,-0.2273436341380659
DecControlled Strong 08-06,night,bus,BEV,0.7,33.63925670895666,25.94431296741182,7.69494374154484
DecControlled Strong 08-06,normal,sed,3D,0.3,73.51458739880525,74.13846385475061,-0.6238764559453642
DecControlled Strong 08-06,normal,sed,3D,0.5,49.39058686764639,49.62937192191424,-0.23878505426785068
DecControlled Strong 08-06,normal,sed,3D,0.7,5.553728758859114,7.41858471823177,-1.8648559593726564
DecControlled Strong 08-06,normal,sed,BEV,0.3,76.1296850263338,76.93696403582551,-0.8072790094917082
DecControlled Strong 08-06,normal,sed,BEV,0.5,70.00539861483695,70.65476501087757,-0.6493663960406195
DecControlled Strong 08-06,normal,sed,BEV,0.7,35.587099240835364,36.37259408289393,-0.7854948420585686
DecControlled Strong 08-06,normal,bus,3D,0.3,51.630890403287545,53.28396691757169,-1.6530765142841446
DecControlled Strong 08-06,normal,bus,3D,0.5,23.936136862373502,23.932995588579942,0.0031412737935596624
DecControlled Strong 08-06,normal,bus,3D,0.7,2.48277242083018,5.728362594412192,-3.2455901735820123
DecControlled Strong 08-06,normal,bus,BEV,0.3,55.525716531272586,57.35129446247801,-1.825577931205423
DecControlled Strong 08-06,normal,bus,BEV,0.5,35.13510343847124,36.91333613194176,-1.778232693470521
DecControlled Strong 08-06,normal,bus,BEV,0.7,10.402571686487033,11.30274464241066,-0.9001729559236278
DecControlled Strong 08-06,overcast,sed,3D,0.3,84.30388440437787,82.35468228208515,1.9492021222927178
DecControlled Strong 08-06,overcast,sed,3D,0.5,59.62361869139369,53.37664815403531,6.246970537358379
DecControlled Strong 08-06,overcast,sed,3D,0.7,8.724316215166606,6.298901277641798,2.425414937524808
DecControlled Strong 08-06,overcast,sed,BEV,0.3,91.38712327057618,89.36570822189952,2.0214150486766584
DecControlled Strong 08-06,overcast,sed,BEV,0.5,82.30568257362836,81.98155331823098,0.3241292553973807
DecControlled Strong 08-06,overcast,sed,BEV,0.7,45.46403529227293,46.16740589274425,-0.7033706004713167
DecControlled Strong 08-06,overcast,bus,3D,0.3,73.82130508299801,75.32582793213054,-1.5045228491325275
DecControlled Strong 08-06,overcast,bus,3D,0.5,49.654868957211995,47.04012126011879,2.6147476970932075
DecControlled Strong 08-06,overcast,bus,3D,0.7,5.251002001037798,8.177121394765297,-2.9261193937274994
DecControlled Strong 08-06,overcast,bus,BEV,0.3,74.02102192981732,81.67069508532919,-7.649673155511863
DecControlled Strong 08-06,overcast,bus,BEV,0.5,62.30515540061342,54.739976399475886,7.565179001137537
DecControlled Strong 08-06,overcast,bus,BEV,0.7,18.715816703621588,21.953597635504902,-3.2377809318833144
DecControlled Strong 08-06,fog,sed,3D,0.3,94.45576829875584,92.25503949710469,2.2007288016511524
DecControlled Strong 08-06,fog,sed,3D,0.5,80.30148404335333,80.54989713755023,-0.2484130941969056
DecControlled Strong 08-06,fog,sed,3D,0.7,43.51804264010096,38.988782336889166,4.529260303211792
DecControlled Strong 08-06,fog,sed,BEV,0.3,94.83924440755152,94.91345109202213,-0.07420668447061018
DecControlled Strong 08-06,fog,sed,BEV,0.5,94.66788330776384,94.78265074487796,-0.11476743711411075
DecControlled Strong 08-06,fog,sed,BEV,0.7,82.17234585430381,79.65763412163979,2.5147117326640256
DecControlled Strong 08-06,fog,bus,3D,0.3,0.0,0.0,0.0
DecControlled Strong 08-06,fog,bus,3D,0.5,0.0,0.0,0.0
DecControlled Strong 08-06,fog,bus,3D,0.7,0.0,0.0,0.0
DecControlled Strong 08-06,fog,bus,BEV,0.3,0.0,0.0,0.0
DecControlled Strong 08-06,fog,bus,BEV,0.5,0.0,0.0,0.0
DecControlled Strong 08-06,fog,bus,BEV,0.7,0.0,0.0,0.0
DecControlled Strong 08-06,rain,sed,3D,0.3,68.10965295372804,66.3666834828411,1.7429694708869476
DecControlled Strong 08-06,rain,sed,3D,0.5,48.298848693647464,46.85401943672793,1.4448292569195331
DecControlled Strong 08-06,rain,sed,3D,0.7,17.493888348856977,17.18058831482299,0.3133000340339862
DecControlled Strong 08-06,rain,sed,BEV,0.3,68.84273100082373,69.15170618976515,-0.3089751889414174
DecControlled Strong 08-06,rain,sed,BEV,0.5,64.0555777774779,62.269378265348685,1.7861995121292082
DecControlled Strong 08-06,rain,sed,BEV,0.7,44.90001944102435,43.52263057534297,1.3773888656813753
DecControlled Strong 08-06,rain,bus,3D,0.3,10.083134717177533,7.893203954541796,2.189930762635737
DecControlled Strong 08-06,rain,bus,3D,0.5,5.051640209024325,2.4840301974448318,2.567610011579493
DecControlled Strong 08-06,rain,bus,3D,0.7,0.9004300467715103,0.0,0.9004300467715103
DecControlled Strong 08-06,rain,bus,BEV,0.3,10.083134717177533,7.893203954541796,2.189930762635737
DecControlled Strong 08-06,rain,bus,BEV,0.5,8.356283824685358,7.893203954541796,0.4630798701435621
DecControlled Strong 08-06,rain,bus,BEV,0.7,3.6512507372584393,0.7998099461514095,2.85144079110703
DecControlled Strong 08-06,sleet,sed,3D,0.3,72.51657044466288,70.42968503556456,2.086885409098315
DecControlled Strong 08-06,sleet,sed,3D,0.5,49.12897807261431,44.04536377990363,5.083614292710678
DecControlled Strong 08-06,sleet,sed,3D,0.7,7.320596264524121,8.332399706694844,-1.0118034421707227
DecControlled Strong 08-06,sleet,sed,BEV,0.3,75.60991797975673,74.00247266003682,1.6074453197199148
DecControlled Strong 08-06,sleet,sed,BEV,0.5,63.84629266975349,64.29971942503285,-0.4534267552793594
DecControlled Strong 08-06,sleet,sed,BEV,0.7,42.012900576850434,40.477166488231234,1.5357340886192006
DecControlled Strong 08-06,sleet,bus,3D,0.3,57.4718623927167,59.549548818902096,-2.0776864261853945
DecControlled Strong 08-06,sleet,bus,3D,0.5,38.47873609677131,38.831956170888624,-0.35322007411731704
DecControlled Strong 08-06,sleet,bus,3D,0.7,9.336519378624955,8.738664961928992,0.597854416695963
DecControlled Strong 08-06,sleet,bus,BEV,0.3,58.07812181919184,60.54280667676293,-2.4646848575710862
DecControlled Strong 08-06,sleet,bus,BEV,0.5,48.31430227803312,50.64507343794078,-2.3307711599076626
DecControlled Strong 08-06,sleet,bus,BEV,0.7,22.6760757063882,22.174883595120217,0.5011921112679829
DecControlled Strong 08-06,lightsnow,sed,3D,0.3,89.55544896711352,88.23847406405349,1.3169749030600286
DecControlled Strong 08-06,lightsnow,sed,3D,0.5,60.7450227634318,59.251436881905306,1.4935858815264922
DecControlled Strong 08-06,lightsnow,sed,3D,0.7,10.666389876541478,10.848713360826416,-0.18232348428493772
DecControlled Strong 08-06,lightsnow,sed,BEV,0.3,90.13030216540857,90.85357079684266,-0.7232686314340953
DecControlled Strong 08-06,lightsnow,sed,BEV,0.5,87.46913846232847,87.9794133975015,-0.5102749351730296
DecControlled Strong 08-06,lightsnow,sed,BEV,0.7,67.43740771819881,67.89478918337454,-0.45738146517572886
DecControlled Strong 08-06,lightsnow,bus,3D,0.3,89.56350131502805,88.25935219842833,1.3041491165997172
DecControlled Strong 08-06,lightsnow,bus,3D,0.5,75.09186027851328,70.81127016589451,4.280590112618768
DecControlled Strong 08-06,lightsnow,bus,3D,0.7,48.47579336661988,39.85807168093349,8.61772168568639
DecControlled Strong 08-06,lightsnow,bus,BEV,0.3,94.64121254882689,94.46301987468712,0.17819267413976547
DecControlled Strong 08-06,lightsnow,bus,BEV,0.5,89.13724914739298,91.02288067610948,-1.8856315287165017
DecControlled Strong 08-06,lightsnow,bus,BEV,0.7,74.19409925632915,69.53403189422211,4.660067362107043
DecControlled Strong 08-06,heavysnow,sed,3D,0.3,63.573542852068464,63.60797021105265,-0.03442735898418903
DecControlled Strong 08-06,heavysnow,sed,3D,0.5,50.48532396870704,49.52424782762442,0.9610761410826214
DecControlled Strong 08-06,heavysnow,sed,3D,0.7,18.18523248704392,16.6205910527445,1.5646414342994177
DecControlled Strong 08-06,heavysnow,sed,BEV,0.3,65.87382823123504,63.89596450476439,1.9778637264706447
DecControlled Strong 08-06,heavysnow,sed,BEV,0.5,61.33387520169754,61.279116602695694,0.05475859900184332
DecControlled Strong 08-06,heavysnow,sed,BEV,0.7,43.24680476470426,42.616778269169906,0.6300264955343522
DecControlled Strong 08-06,heavysnow,bus,3D,0.3,72.34123850166718,68.20418622088357,4.137052280783607
DecControlled Strong 08-06,heavysnow,bus,3D,0.5,39.36839489426447,32.550531908424915,6.817862985839554
DecControlled Strong 08-06,heavysnow,bus,3D,0.7,13.94172379466292,7.825995971587418,6.115727823075502
DecControlled Strong 08-06,heavysnow,bus,BEV,0.3,89.50402222660298,87.51376457522746,1.9902576513755292
DecControlled Strong 08-06,heavysnow,bus,BEV,0.5,78.96456092133096,79.69984775555656,-0.7352868342256045
DecControlled Strong 08-06,heavysnow,bus,BEV,0.7,36.92555024985116,29.589559826906587,7.335990422944576
TaskDec Balanced 08-08,all,sed,3D,0.3,74.50511280423588,74.97794695657676,-0.4728341523408801
TaskDec Balanced 08-08,all,sed,3D,0.5,51.356186316133424,52.09162529168767,-0.7354389755542456
TaskDec Balanced 08-08,all,sed,3D,0.7,11.86961306081115,11.854227787775777,0.015385273035372293
TaskDec Balanced 08-08,all,sed,BEV,0.3,75.34242403449998,77.84756800138433,-2.505143966884347
TaskDec Balanced 08-08,all,sed,BEV,0.5,71.15339848720123,71.70175872066424,-0.5483602334630149
TaskDec Balanced 08-08,all,sed,BEV,0.7,43.1728910063567,43.2084463511566,-0.035555344799902855
TaskDec Balanced 08-08,all,bus,3D,0.3,58.41502838831376,58.12835520133631,0.2866731869774455
TaskDec Balanced 08-08,all,bus,3D,0.5,31.348305639409922,31.055836725253055,0.29246891415686704
TaskDec Balanced 08-08,all,bus,3D,0.7,7.327662262436413,7.93057570170773,-0.6029134392713171
TaskDec Balanced 08-08,all,bus,BEV,0.3,67.45912433088843,67.85341563441995,-0.3942913035315172
TaskDec Balanced 08-08,all,bus,BEV,0.5,50.019553794195936,53.20653519852178,-3.1869814043258415
TaskDec Balanced 08-08,all,bus,BEV,0.7,18.792927254518087,20.853579642957946,-2.060652388439859
TaskDec Balanced 08-08,urban,sed,3D,0.3,77.69805012027128,78.21530346687796,-0.5172533466066795
TaskDec Balanced 08-08,urban,sed,3D,0.5,54.77850779723844,57.069269146190074,-2.2907613489516336
TaskDec Balanced 08-08,urban,sed,3D,0.7,15.300708138039209,14.436119359295468,0.864588778743741
TaskDec Balanced 08-08,urban,sed,BEV,0.3,78.58042744698017,81.14274190212569,-2.5623144551455255
TaskDec Balanced 08-08,urban,sed,BEV,0.5,74.15093714985225,74.76960621471763,-0.6186690648653723
TaskDec Balanced 08-08,urban,sed,BEV,0.7,49.16691120070765,50.836694047562126,-1.6697828468544742
TaskDec Balanced 08-08,urban,bus,3D,0.3,87.34781084378972,86.24622015391492,1.1015906898747971
TaskDec Balanced 08-08,urban,bus,3D,0.5,51.534053100153166,45.14661479140337,6.387438308749793
TaskDec Balanced 08-08,urban,bus,3D,0.7,16.049757103204197,13.19080014789471,2.8589569553094876
TaskDec Balanced 08-08,urban,bus,BEV,0.3,88.9643653026828,88.53903758982509,0.4253277128577082
TaskDec Balanced 08-08,urban,bus,BEV,0.5,81.79503087365931,82.30261788411943,-0.5075870104601137
TaskDec Balanced 08-08,urban,bus,BEV,0.7,34.51483918085934,38.80794482057661,-4.293105639717268
TaskDec Balanced 08-08,highway,sed,3D,0.3,83.19336402378428,81.45046674612678,1.7428972776575051
TaskDec Balanced 08-08,highway,sed,3D,0.5,54.82210890667307,55.73026706875257,-0.908158162079495
TaskDec Balanced 08-08,highway,sed,3D,0.7,5.682915161640322,6.244769341412074,-0.5618541797717524
TaskDec Balanced 08-08,highway,sed,BEV,0.3,86.01816219932779,84.34393180859784,1.6742303907299458
TaskDec Balanced 08-08,highway,sed,BEV,0.5,79.96656972325572,78.05297775458348,1.913591968672236
TaskDec Balanced 08-08,highway,sed,BEV,0.7,43.03104258261436,41.99861999751438,1.0324225850999795
TaskDec Balanced 08-08,highway,bus,3D,0.3,55.78737884923538,56.79300374524857,-1.0056248960131882
TaskDec Balanced 08-08,highway,bus,3D,0.5,29.652857996408077,29.334711576873406,0.3181464195346706
TaskDec Balanced 08-08,highway,bus,3D,0.7,7.134442871844672,8.114078627460296,-0.9796357556156243
TaskDec Balanced 08-08,highway,bus,BEV,0.3,67.84392824027628,68.39847864916388,-0.554550408887593
TaskDec Balanced 08-08,highway,bus,BEV,0.5,48.061327810085984,51.451891907410385,-3.3905640973244004
TaskDec Balanced 08-08,highway,bus,BEV,0.7,18.337559251632204,18.690332636240395,-0.3527733846081915
TaskDec Balanced 08-08,countryside,sed,3D,0.3,61.65881652337437,65.56484751745663,-3.9060309940822577
TaskDec Balanced 08-08,countryside,sed,3D,0.5,34.298608995461024,43.50148816290062,-9.202879167439598
TaskDec Balanced 08-08,countryside,sed,3D,0.7,4.817264352619579,6.530115388438913,-1.7128510358193347
TaskDec Balanced 08-08,countryside,sed,BEV,0.3,66.41527166735844,69.847527648194,-3.4322559808355635
TaskDec Balanced 08-08,countryside,sed,BEV,0.5,58.066630785109986,60.368185366711856,-2.30155458160187
TaskDec Balanced 08-08,countryside,sed,BEV,0.7,22.777763401847853,27.25403185255677,-4.476268450708918
TaskDec Balanced 08-08,countryside,bus,3D,0.3,28.32687966348354,32.68170426065163,-4.35482459716809
TaskDec Balanced 08-08,countryside,bus,3D,0.5,12.39444007343299,15.098722415795587,-2.704282342362596
TaskDec Balanced 08-08,countryside,bus,3D,0.7,1.1665355363231051,1.9744483159117305,-0.8079127795886254
TaskDec Balanced 08-08,countryside,bus,BEV,0.3,29.376479596476702,36.0397184999518,-6.663238903475101
TaskDec Balanced 08-08,countryside,bus,BEV,0.5,20.445843168109096,20.90592334494773,-0.460080176838634
TaskDec Balanced 08-08,countryside,bus,BEV,0.7,8.696564384998688,10.73170731707317,-2.035142932074482
TaskDec Balanced 08-08,alleyway,sed,3D,0.3,36.83627940864191,39.07215294721143,-2.235873538569521
TaskDec Balanced 08-08,alleyway,sed,3D,0.5,20.22877524849879,20.96564531014054,-0.7368700616417527
TaskDec Balanced 08-08,alleyway,sed,3D,0.7,1.8408288575131844,4.01230981209457,-2.1714809545813862
TaskDec Balanced 08-08,alleyway,sed,BEV,0.3,39.85247912253294,42.31873165539752,-2.46625253286458
TaskDec Balanced 08-08,alleyway,sed,BEV,0.5,33.72110153922993,35.67898364381531,-1.95788210458538
TaskDec Balanced 08-08,alleyway,sed,BEV,0.7,14.58999560498794,17.434291234731138,-2.844295629743197
TaskDec Balanced 08-08,alleyway,bus,3D,0.3,21.221349272196733,20.6062415028347,0.6151077693620337
TaskDec Balanced 08-08,alleyway,bus,3D,0.5,3.794985502302575,4.523238120081736,-0.7282526177791606
TaskDec Balanced 08-08,alleyway,bus,3D,0.7,0.04065040650406504,0.0,0.04065040650406504
TaskDec Balanced 08-08,alleyway,bus,BEV,0.3,23.224800423176735,22.689073352107012,0.5357270710697222
TaskDec Balanced 08-08,alleyway,bus,BEV,0.5,11.225346997600404,14.081002148461067,-2.855655150860663
TaskDec Balanced 08-08,alleyway,bus,BEV,0.7,1.6434784727467653,0.9161713465874155,0.7273071261593498
TaskDec Balanced 08-08,parkinglots,sed,3D,0.3,70.21275801731349,66.40871747347634,3.8040405438371465
TaskDec Balanced 08-08,parkinglots,sed,3D,0.5,37.85483570449484,44.80865464908141,-6.953818944586573
TaskDec Balanced 08-08,parkinglots,sed,3D,0.7,19.845660124950047,26.793951241902597,-6.94829111695255
TaskDec Balanced 08-08,parkinglots,sed,BEV,0.3,75.19768523639539,68.66446012317637,6.533225113219018
TaskDec Balanced 08-08,parkinglots,sed,BEV,0.5,53.00954555546647,55.84886359174085,-2.839318036274385
TaskDec Balanced 08-08,parkinglots,sed,BEV,0.7,25.08092844998478,33.3808202999792,-8.29989184999442
TaskDec Balanced 08-08,parkinglots,bus,3D,0.3,63.657634336688574,64.18320887248913,-0.5255745358005584
TaskDec Balanced 08-08,parkinglots,bus,3D,0.5,31.19871368995432,38.036254785614894,-6.837541095660573
TaskDec Balanced 08-08,parkinglots,bus,3D,0.7,5.57523159577075,9.73464209921206,-4.15941050344131
TaskDec Balanced 08-08,parkinglots,bus,BEV,0.3,67.00076516491747,66.88404536536319,0.11671979955427503
TaskDec Balanced 08-08,parkinglots,bus,BEV,0.5,46.37650178585317,53.54145289851559,-7.164951112662415
TaskDec Balanced 08-08,parkinglots,bus,BEV,0.7,12.856239513845225,20.058069360882467,-7.201829847037242
TaskDec Balanced 08-08,shoulder,sed,3D,0.3,97.4675791424566,97.31850614334388,0.1490729991127182
TaskDec Balanced 08-08,shoulder,sed,3D,0.5,94.66835160769975,94.58454349247377,0.08380811522597753
TaskDec Balanced 08-08,shoulder,sed,3D,0.7,64.20767068561433,65.77405586677395,-1.5663851811596174
TaskDec Balanced 08-08,shoulder,sed,BEV,0.3,99.93416816016901,99.8751358346124,0.05903232555661475
TaskDec Balanced 08-08,shoulder,sed,BEV,0.5,97.49482163555545,97.45584458702352,0.03897704853193318
TaskDec Balanced 08-08,shoulder,sed,BEV,0.7,91.72950689717192,91.51245419840147,0.21705269877044486
TaskDec Balanced 08-08,shoulder,bus,3D,0.3,0.0,0.0,0.0
TaskDec Balanced 08-08,shoulder,bus,3D,0.5,0.0,0.0,0.0
TaskDec Balanced 08-08,shoulder,bus,3D,0.7,0.0,0.0,0.0
TaskDec Balanced 08-08,shoulder,bus,BEV,0.3,0.0,0.0,0.0
TaskDec Balanced 08-08,shoulder,bus,BEV,0.5,0.0,0.0,0.0
TaskDec Balanced 08-08,shoulder,bus,BEV,0.7,0.0,0.0,0.0
TaskDec Balanced 08-08,mountain,sed,3D,0.3,91.86356990634789,89.73177252636825,2.131797379979645
TaskDec Balanced 08-08,mountain,sed,3D,0.5,69.83425251615742,67.50128091242576,2.3329716037316643
TaskDec Balanced 08-08,mountain,sed,3D,0.7,11.38214406400309,13.183441358301417,-1.8012972942983279
TaskDec Balanced 08-08,mountain,sed,BEV,0.3,92.30178701682344,92.32416645520637,-0.02237943838292722
TaskDec Balanced 08-08,mountain,sed,BEV,0.5,92.07132296473655,91.98190998465427,0.08941298008228671
TaskDec Balanced 08-08,mountain,sed,BEV,0.7,75.02736895443749,70.3354366985676,4.691932255869887
TaskDec Balanced 08-08,mountain,bus,3D,0.3,69.35948560292321,62.770121077896015,6.5893645250272
TaskDec Balanced 08-08,mountain,bus,3D,0.5,59.77995917168247,58.63868998244516,1.1412691892373132
TaskDec Balanced 08-08,mountain,bus,3D,0.7,13.900749296138178,17.87936282457588,-3.9786135284377036
TaskDec Balanced 08-08,mountain,bus,BEV,0.3,69.35948560292321,62.81632755638571,6.543158046537506
TaskDec Balanced 08-08,mountain,bus,BEV,0.5,66.12924637862744,62.34393124720492,3.7853151314225215
TaskDec Balanced 08-08,mountain,bus,BEV,0.7,37.94487399612472,40.825571448391415,-2.880697452266695
TaskDec Balanced 08-08,university,sed,3D,0.3,69.50728495072906,72.46310754511738,-2.955822594388323
TaskDec Balanced 08-08,university,sed,3D,0.5,44.48887332804656,43.654345636383454,0.834527691663105
TaskDec Balanced 08-08,university,sed,3D,0.7,4.0417576181159465,5.918686971946433,-1.8769293538304863
TaskDec Balanced 08-08,university,sed,BEV,0.3,70.05349058172892,75.05350307985908,-5.000012498130161
TaskDec Balanced 08-08,university,sed,BEV,0.5,65.95807400555293,68.77298567749861,-2.81491167194568
TaskDec Balanced 08-08,university,sed,BEV,0.7,30.855200302285844,32.52734026072008,-1.6721399584342365
TaskDec Balanced 08-08,university,bus,3D,0.3,0.0,0.0,0.0
TaskDec Balanced 08-08,university,bus,3D,0.5,0.0,0.0,0.0
TaskDec Balanced 08-08,university,bus,3D,0.7,0.0,0.0,0.0
TaskDec Balanced 08-08,university,bus,BEV,0.3,0.0,0.0,0.0
TaskDec Balanced 08-08,university,bus,BEV,0.5,0.0,0.0,0.0
TaskDec Balanced 08-08,university,bus,BEV,0.7,0.0,0.0,0.0
TaskDec Balanced 08-08,day,sed,3D,0.3,76.73919841780818,77.14190080374229,-0.4027023859341057
TaskDec Balanced 08-08,day,sed,3D,0.5,54.20640869057826,54.75598286987021,-0.5495741792919517
TaskDec Balanced 08-08,day,sed,3D,0.7,11.636397639280602,12.594213477752811,-0.9578158384722091
TaskDec Balanced 08-08,day,sed,BEV,0.3,79.39088414525457,79.83859234146277,-0.4477081962081968
TaskDec Balanced 08-08,day,sed,BEV,0.5,73.68298130571725,74.1060258863607,-0.42304458064344885
TaskDec Balanced 08-08,day,sed,BEV,0.7,45.10100576389157,45.140982188209506,-0.0399764243179348
TaskDec Balanced 08-08,day,bus,3D,0.3,55.0912680125763,56.9292882026023,-1.8380201900260005
TaskDec Balanced 08-08,day,bus,3D,0.5,26.873368899287335,27.719277309777674,-0.8459084104903383
TaskDec Balanced 08-08,day,bus,3D,0.7,4.809019369148712,6.711469281739466,-1.902449912590754
TaskDec Balanced 08-08,day,bus,BEV,0.3,59.535852204249636,60.21894965556813,-0.6830974513184955
TaskDec Balanced 08-08,day,bus,BEV,0.5,42.82618147105607,44.76612474412965,-1.939943273073581
TaskDec Balanced 08-08,day,bus,BEV,0.7,13.402464062836794,16.6243848839265,-3.2219208210897055
TaskDec Balanced 08-08,night,sed,3D,0.3,68.06771363169432,70.67299438396955,-2.6052807522752346
TaskDec Balanced 08-08,night,sed,3D,0.5,44.11073183348739,46.58593243169625,-2.4752005982088576
TaskDec Balanced 08-08,night,sed,3D,0.7,11.588895386151373,11.23791429710876,0.3509810890426124
TaskDec Balanced 08-08,night,sed,BEV,0.3,71.33788692147834,73.91598674452821,-2.578099823049868
TaskDec Balanced 08-08,night,sed,BEV,0.5,64.18288079034772,66.84370892725146,-2.6608281369037314
TaskDec Balanced 08-08,night,sed,BEV,0.7,40.76205025703755,40.7247944433854,0.037255813652151915
TaskDec Balanced 08-08,night,bus,3D,0.3,62.56132265479244,60.36562791309061,2.1956947417018284
TaskDec Balanced 08-08,night,bus,3D,0.5,37.361123743281695,36.95414581651178,0.40697792676991185
TaskDec Balanced 08-08,night,bus,3D,0.7,12.595618177225775,11.795749564263,0.7998686129627757
TaskDec Balanced 08-08,night,bus,BEV,0.3,76.00674973687542,75.85685730060533,0.1498924362700933
TaskDec Balanced 08-08,night,bus,BEV,0.5,61.48968260395886,62.501625521904444,-1.011942917945582
TaskDec Balanced 08-08,night,bus,BEV,0.7,27.213273508411636,25.94431296741182,1.2689605409998173
TaskDec Balanced 08-08,normal,sed,3D,0.3,73.42286756414728,74.13846385475061,-0.7155962906033295
TaskDec Balanced 08-08,normal,sed,3D,0.5,47.12353084004122,49.62937192191424,-2.5058410818730223
TaskDec Balanced 08-08,normal,sed,3D,0.7,6.8763532014437185,7.41858471823177,-0.5422315167880516
