condition,cls,metric,iou,gt_objects,has_gt,l4dr_local_aligned,asf_official_archive,strong_rescored,strong_minus_l4dr,strong_minus_asf,local_gt_exact_match_l4dr_strong,asf_frame_gt_reverified
alleyway,sed,BEV,0.5,3844,True,61.19722368044669,35.67898364381531,35.26825340008451,-25.92897028036218,-0.4107302437307965,True,False
alleyway,sed,BEV,0.7,3844,True,35.45061670361921,17.434291234731138,16.003937445640403,-19.446679257978808,-1.4303537890907343,True,False
alleyway,bus,3D,0.3,164,True,19.149359114368533,20.6062415028347,22.975626765901723,3.8262676515331897,2.3693852630670236,True,False
alleyway,bus,3D,0.5,164,True,5.616054454787618,4.523238120081736,3.230899741104333,-2.3851547136832854,-1.2923383789774028,True,False
alleyway,bus,3D,0.7,164,True,2.682926829268293,0.0,0.14139271827500885,-2.541534110993284,0.14139271827500885,True,False
alleyway,bus,BEV,0.3,164,True,19.149359114368533,22.689073352107012,25.48163960602573,6.3322804916571975,2.792566253918718,True,False
alleyway,bus,BEV,0.5,164,True,11.024548226465487,14.081002148461067,11.702928632474844,0.6783804060093566,-2.378073515986223,True,False
alleyway,bus,BEV,0.7,164,True,3.684402122890043,0.9161713465874155,1.6765136595465333,-2.0078884633435097,0.7603423129591178,True,False
parkinglots,sed,3D,0.3,653,True,66.96665964807215,66.40871747347634,75.30394383216739,8.337284184095239,8.895226358691048,True,False
parkinglots,sed,3D,0.5,653,True,52.842473217807594,44.80865464908141,51.038719351754345,-1.803753866053249,6.230064702672934,True,False
parkinglots,sed,3D,0.7,653,True,23.830821483711702,26.793951241902597,27.428661719511965,3.5978402358002626,0.6347104776093673,True,False
parkinglots,sed,BEV,0.3,653,True,68.5091181195601,68.66446012317637,75.53350726183027,7.0243891422701665,6.869047138653897,True,False
parkinglots,sed,BEV,0.5,653,True,60.794475792541256,55.84886359174085,60.98240087068544,0.18792507814418258,5.133537278944587,True,False
parkinglots,sed,BEV,0.7,653,True,33.083479398380305,33.3808202999792,36.34971073197592,3.266231333595613,2.9688904319967193,True,False
parkinglots,bus,3D,0.3,361,True,63.10197511287381,64.18320887248913,66.7891103992397,3.687135286365894,2.6059015267505714,True,False
parkinglots,bus,3D,0.5,361,True,52.214094058281106,38.036254785614894,40.03288602075996,-12.181208037521145,1.9966312351450668,True,False
parkinglots,bus,3D,0.7,361,True,3.7830405474703044,9.73464209921206,9.365319522322837,5.5822789748525325,-0.369322576889223,True,False
parkinglots,bus,BEV,0.3,361,True,65.23895684877701,66.88404536536319,67.05096464086905,1.8120077920920465,0.16691927550586172,True,False
parkinglots,bus,BEV,0.5,361,True,57.71043198871026,53.54145289851559,51.34177197904543,-6.368660009664829,-2.199680919470154,True,False
parkinglots,bus,BEV,0.7,361,True,25.643215356537695,20.058069360882467,19.817677454932678,-5.825537901605017,-0.24039190594978876,True,False
shoulder,sed,3D,0.3,861,True,93.71494668495805,97.31850614334388,97.32176294379819,3.6068162588401407,0.0032568004543094276,True,False
shoulder,sed,3D,0.5,861,True,91.12750377034001,94.58454349247377,94.57080791966906,3.4433041493290517,-0.013735572804705498,True,False
shoulder,sed,3D,0.7,861,True,63.50177504382055,65.77405586677395,77.38051348362906,13.878738439808508,11.60645761685511,True,False
shoulder,sed,BEV,0.3,861,True,99.67824751243526,99.8751358346124,99.83038797897997,0.15214046654470792,-0.044747855632422784,True,False
shoulder,sed,BEV,0.5,861,True,96.78664747566779,97.45584458702352,97.42481899043605,0.6381715147682598,-0.03102559658746884,True,False
shoulder,sed,BEV,0.7,861,True,82.76558625233206,91.51245419840147,90.76199212452104,7.996405872188987,-0.7504620738804277,True,False
shoulder,bus,3D,0.3,0,False,0.0,0.0,0.0,0.0,0.0,True,False
shoulder,bus,3D,0.5,0,False,0.0,0.0,0.0,0.0,0.0,True,False
shoulder,bus,3D,0.7,0,False,0.0,0.0,0.0,0.0,0.0,True,False
shoulder,bus,BEV,0.3,0,False,0.0,0.0,0.0,0.0,0.0,True,False
shoulder,bus,BEV,0.5,0,False,0.0,0.0,0.0,0.0,0.0,True,False
shoulder,bus,BEV,0.7,0,False,0.0,0.0,0.0,0.0,0.0,True,False
mountain,sed,3D,0.3,1086,True,91.07551514563444,89.73177252636825,89.47650124812243,-1.599013897512009,-0.2552712782458144,True,False
mountain,sed,3D,0.5,1086,True,76.24364694602644,67.50128091242576,66.29358514248841,-9.950061803538034,-1.2076957699373452,True,False
mountain,sed,3D,0.7,1086,True,18.662953750216992,13.183441358301417,10.114399327195702,-8.54855442302129,-3.069042031105715,True,False
mountain,sed,BEV,0.3,1086,True,91.86219031084822,92.32416645520637,92.1312689546302,0.269078643781981,-0.19289750057616573,True,False
mountain,sed,BEV,0.5,1086,True,91.67014057049624,91.98190998465427,91.63194436937057,-0.03819620112567179,-0.3499656152836934,True,False
mountain,sed,BEV,0.7,1086,True,78.97577391262189,70.3354366985676,74.36676553071966,-4.609008381902228,4.031328832152056,True,False
mountain,bus,3D,0.3,598,True,91.18015921344639,62.770121077896015,59.19952551026516,-31.980633703181226,-3.5705955676308534,True,False
mountain,bus,3D,0.5,598,True,78.11794335874893,58.63868998244516,51.79729009014468,-26.320653268604254,-6.84139989230048,True,False
mountain,bus,3D,0.7,598,True,19.23462564717242,17.87936282457588,15.122482154437296,-4.112143492735125,-2.7568806701385853,True,False
mountain,bus,BEV,0.3,598,True,91.18015921344639,62.81632755638571,59.19952551026516,-31.980633703181226,-3.6168020461205472,True,False
mountain,bus,BEV,0.5,598,True,88.168931924151,62.34393124720492,56.0950666799367,-32.073865244214296,-6.248864567268221,True,False
mountain,bus,BEV,0.7,598,True,45.42711365917359,40.825571448391415,38.34811226094517,-7.079001398228421,-2.477459187446243,True,False
university,sed,3D,0.3,2599,True,75.13360355748763,72.46310754511738,69.713438137072,-5.420165420415628,-2.749669408045378,True,False
university,sed,3D,0.5,2599,True,48.5801028498369,43.654345636383454,44.96284351787703,-3.6172593319598647,1.3084978814935795,True,False
university,sed,3D,0.7,2599,True,7.011223435091758,5.918686971946433,4.998552200726408,-2.0126712343653503,-0.9201347712200247,True,False
university,sed,BEV,0.3,2599,True,75.57457879698973,75.05350307985908,72.21129353206112,-3.3632852649286065,-2.842209547797964,True,False
university,sed,BEV,0.5,2599,True,72.48708563849779,68.77298567749861,66.0374101367436,-6.449675501754186,-2.7355755407550078,True,False
